기준_년분기_코드,상권_구분_코드_명,상권_코드_명,서비스_업종_코드_명,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액
20254,발달상권,"신촌역(신촌역, 신촌로터리)",스포츠 강습,190574012,563,185879107,4694905,62004846,122818273,1578072,62149177,70583498,12783010,35309971,2419391
20254,전통시장,동화동 골목형상점가,미용실,241121913,7596,158201210,82920703,110263603,126565631,689103,17374758,40986830,66989251,63290864,47498428
20254,전통시장,노량진중앙시장,커피-음료,143339677,43869,95844027,47495650,84490667,57487331,2121862,42653948,43692418,15772423,24945022,12792323
20254,골목상권,신성초등학교,세탁소,7965729,1790,5012268,2953461,5563095,2402634,0,3482559,3099859,774966,511869,96476
20254,발달상권,가산디지털단지,한식음식점,38845970041,1458137,34858600092,3987369949,16401281607,9491707466,78552880,4244996087,8066632051,6146656007,4798277628,2557874422
20254,관광특구,이태원 관광특구,가방,1090502870,5547,885896795,204606075,190536741,828948123,576954,98028433,104265999,303824723,232953614,279835141
20254,전통시장,도화동 상점가,스포츠클럽,190680256,178,158605126,32075130,90001177,67283290,0,0,50383455,18893895,76737074,11270043
20254,발달상권,"신촌역(신촌역, 신촌로터리)",일반교습학원,850287157,3069,727041019,123246138,326663601,479659538,4777618,202655522,46691951,68110154,444533305,39554589
20254,골목상권,서연중학교,커피-음료,814448689,50214,467635175,346813514,261933261,537806007,3075409,272143564,339421744,90839984,63394445,30864122
20254,발달상권,포이사거리(삼호물산),편의점,2990359038,389172,2271801291,718557747,1913158211,702711942,17479614,331969432,732637729,616369520,577951597,339462260
20254,관광특구,이태원 관광특구,일반의류,19821674944,99755,11196474499,8625200445,9202460422,10020404763,81802402,3451615516,5686591488,3163590741,4448320273,2390944772
20254,발달상권,대림3동사거리,당구장,32132604,1726,19845464,12287140,29340097,2115687,1075576,1207692,5111935,6278839,14260441,3521301
20254,발달상권,수유역,서적,70972965,1797,58642752,12330213,28633890,33870045,124835,2456290,2783734,2847015,23238653,31053410
20254,발달상권,거여역,청과상,6367665,34,6284705,82960,173463,6194202,0,0,20740,0,256423,6090502
20254,발달상권,명동역(명동재미로),슈퍼마켓,747710267,65344,627088237,120622030,248249506,433698911,1306061,34182199,72701350,119109291,205205315,249444201
20254,발달상권,길동역,세탁소,75872693,8621,55525868,20346825,33259305,42613388,609987,19052276,27860071,11774691,8718273,7857395
20254,골목상권,잠실나루역,일반의원,3124902801,53265,2493170194,631732607,1132772101,1992130700,3809143,69837469,537387041,1093771110,734118497,685979541
20254,발달상권,서울고교교차로,양식음식점,156549717,10035,139540245,17009472,67296332,72776905,14726866,12849798,30102595,29291516,42361465,10740995
20254,골목상권,가리봉파출소,호프-간이주점,78113534,2487,65342302,12771232,56818564,18689016,0,13736584,21551447,20123141,10002525,10093884
20254,골목상권,등촌3동주민센터,스포츠클럽,30000000,332,22535713,7464287,19908944,9001084,384322,5089214,14139075,2428826,3570969,3297622
20254,골목상권,만리재,호프-간이주점,80626850,1575,61909601,18717249,58502426,18712621,276633,4239159,5428035,8787667,41980340,16503214
20254,전통시장,답십리 건축자재시장,일반의류,253421875,2090,253421875,0,29364953,224056922,0,0,31736696,118036371,56448563,47200245
20254,관광특구,이태원 관광특구,세탁소,114000000,5378,105521637,8478363,57069821,56930179,0,17371700,39120847,30360451,2718822,24428180
20254,전통시장,제일시장,섬유제품,27864319,133,8966137,18898182,1798827,26065492,0,0,1399865,209980,13277723,12976751
20254,골목상권,잠실나루역,미용실,552492131,3331,324031714,228460417,229295980,323196151,1014882,23302972,78368040,188518901,159470606,101816730
20254,골목상권,금천금빛공원(은행나무사거리서측),미용실,42306502,2999,22212708,20093794,33153931,9152571,229896,229896,1247049,6576246,22945117,11078298
20254,발달상권,사당역(사당),중식음식점,1233928424,25648,865993013,367935411,674057322,420232289,8529337,254243319,402271216,164614820,172717269,91913650
20254,골목상권,암사역 1번,세탁소,14157268,723,11736096,2421172,6706623,7450645,0,1789771,3791214,4496426,1549559,2530298
20254,골목상권,청담역 3번,미용실,370609238,2761,176289253,194319985,158700230,204395820,2200433,21542438,37822208,106976911,98938843,95615216
20254,관광특구,이태원 관광특구,양식음식점,18616130631,420730,9800762697,8815367934,9919732120,6821424019,164622124,5395588826,6482702701,2274370085,1439499333,984373069
20254,관광특구,이태원 관광특구,화장품,704296961,12147,366311537,337985424,184090495,503046692,8216368,165054094,163861416,165285024,86892780,97827505
20254,발달상권,학동사거리,운동/경기용품,183739597,3426,124677942,59061655,102339739,45707671,0,17513992,26742920,18318027,76488249,8984223
20254,발달상권,신도림역,의약품,4163366265,112477,3309175066,854191199,1070262806,3093103459,13541600,787600324,1268426173,880312484,812934627,400551057
20254,발달상권,발산역(마곡),한식음식점,27055526719,439796,21199269309,5856257410,10403128315,6390197365,91272240,2398604440,4734126612,3860336527,3355153532,2353832330
20254,전통시장,성대전통시장(성대시장),일반의원,12487875776,354647,10863484216,1624391560,5588704667,6899171109,14100623,1457958614,2885132383,2413555393,2488731411,3228397352
20254,발달상권,대치역,외국어학원,828085450,2546,759270707,68814743,338789960,480212112,2453338,0,53862652,632895759,103459425,26330898
20254,관광특구,명동 남대문 북창동 다동 무교동 관광특구,일반의원,12038487576,214382,10787203370,1251284206,3963305005,7938595095,45863049,1597368449,3007349017,2930017223,2296330853,2024971509
20254,골목상권,신방화역 8번,한식음식점,193662785,7004,133551657,60111128,96375121,67686958,0,4243298,15816764,28170955,48226200,67604865
20254,발달상권,아차산역,노래방,321980587,13143,205473068,116507519,220797489,59378002,5986305,30610000,50759151,38171743,75083991,79564299
20254,발달상권,강동구청역,자동차수리,563381174,2740,512273972,51107202,351247590,95201364,0,8113137,124707803,72627404,120107827,120892784
20254,골목상권,오류2동버들시장,일반교습학원,316457290,761,285246074,31211216,252093366,64363924,0,0,48764951,217485500,50206839,0
20254,발달상권,목동사거리,자동차수리,355146450,2296,306998630,48147820,232335295,69118247,0,60565,61808646,75263580,37901028,126419723
20254,발달상권,홍제역,일반의원,9125550603,265981,7542060328,1583490275,3661912655,5387176993,23144636,466145617,1316528168,2937921465,1942767922,2362581840
20254,골목상권,신성초등학교,편의점,575461,12,575461,0,0,575461,0,0,0,0,0,575461
20254,골목상권,석촌역 6번,커피-음료,103614955,7039,57331485,46283470,75323370,26285392,67754,4154699,12543902,10574072,24246750,50021584
20254,골목상권,삼전역 1번,핸드폰,9254221,617,9254221,0,0,9254221,0,0,0,0,0,9254221
20254,골목상권,화곡2동주민센터,스포츠 강습,42272081,248,42272081,0,16942883,25329198,0,3375000,7297993,30174088,1425000,0
20254,전통시장,상도도깨비 골목형상점가,한식음식점,307769040,7123,232062544,75706496,153756057,103265877,2510846,28916337,60236473,42825239,53144628,69388411
20254,발달상권,강남구청역,일반교습학원,3250903761,7344,2670132479,580771282,1213905881,2036997880,0,0,22466660,2156412675,989959379,82065047
20254,전통시장,청량종합도매시장,청과상,8810866151,122350,7739408271,1071457880,857537927,7875213211,0,28439907,171796777,354455084,496045833,7682013536
20254,발달상권,서초역,피부관리실,25742269,56,18298721,7443548,0,25742269,0,0,1240591,7443548,17058130,0
20254,관광특구,명동 남대문 북창동 다동 무교동 관광특구,조명용품,90000000,1332,66250000,23750000,32352941,57647059,0,0,0,11764706,0,78235294
20254,전통시장,동문시장,일반의류,49329560,306,49329560,0,43876462,5453098,0,0,0,0,5453098,43876462
20254,전통시장,쌍문시장(쌍문역골목시장),치킨전문점,309420640,16421,246964130,62456510,177117614,130977488,1811054,20058167,32041076,46380765,102667288,105136752
20254,발달상권,개봉동 현대아파트,제과점,514740035,46403,359983778,154756257,205741910,279623055,1885803,32446772,100283041,137066586,113344965,100337799
20254,발달상권,을지로4가역,가방,15611275,155,10268188,5343087,4734372,9346530,0,917789,449826,4059554,4144999,4508735
20254,발달상권,가산디지털단지,양식음식점,2356021669,55636,1732094417,623927252,895620161,847910378,3831277,260625467,558927418,511985494,285861018,122299859
20254,골목상권,상일여고(상일초등학교),의약품,1501614830,89578,1126585102,375029728,756329088,745285742,1635007,50157832,171781074,387559583,330447810,560033524
20254,발달상권,청량리역(청량리),문구,26642627,2937,26642627,0,12533161,11296845,0,0,2155827,734063,8043787,12896329
20254,골목상권,암사역 1번,청과상,3617132,228,2627343,989789,492302,3124830,0,0,51821,114007,103643,3347661
20254,발달상권,선정릉역,중식음식점,224150638,10129,210191463,13959175,90152397,47144265,465466,17059300,27680328,36773528,38841628,16476416
20254,발달상권,역삼역,호프-간이주점,6626984231,82089,5703422458,923561773,2967381558,995228664,2645475,420061716,1187774139,1294445822,848199672,209483395
20254,전통시장,"중곡제일시장(중곡제일골목시장, 광성시장)",호프-간이주점,101438627,1914,69548593,31890034,68601791,24014197,0,4680206,15064711,13186723,31918102,27766245
20254,발달상권,서울세관,문구,12410342,7840,12254988,155354,6588149,5047332,0,1589794,6109683,3775401,7633,152969
20254,전통시장,창동역상점가,미용실,98270930,2906,56118899,42152031,52938792,45332138,642078,9639260,24495081,34804889,17781712,10907910
20254,관광특구,명동 남대문 북창동 다동 무교동 관광특구,반찬가게,19619504901,750246,15666310485,3953194416,5622397361,10742358119,37501472,823185241,2455622262,3286511564,2243631983,7518302957
20254,골목상권,청계산원터골,커피-음료,120000000,3540,92939997,27060003,48956464,68329851,0,13094767,39308557,26992823,19560888,18329280
20254,전통시장,답십리시장,일반의원,1641680474,68425,1333354628,308325846,775836983,865843491,4678138,54258571,221949732,393924973,424965911,541903149
20254,골목상권,거여역 1번(거여공원),치킨전문점,49570670,1682,32938673,16631997,36732819,10002298,67775,1838351,4195399,5597090,13118168,21918334
20254,발달상권,강서구청,네일숍,18941518,198,12030585,6910933,763493,17385166,234921,986668,4299055,3758736,4289930,4579349
20254,관광특구,명동 남대문 북창동 다동 무교동 관광특구,안경,11057699566,70543,7641454837,3416244729,5697827415,5085699474,53433000,687987931,1379134610,2255099150,3040504068,3367368131
20254,발달상권,충무로역,컴퓨터및주변장치판매,723598086,5573,723598086,0,245934167,314043439,0,7911320,48816440,300225600,108960451,94063795
20254,전통시장,신금호역 골목형상점가,일식음식점,124744422,1076,91010597,33733825,41048003,19064472,194039,2746608,14192180,7383595,24762662,10833391
20254,발달상권,문래역(문래로데오거리),일반의원,1679866185,61731,1426998471,252867714,751140855,928725330,2044757,113500562,313600417,499209799,375808337,375702313
20254,발달상권,신논현역 1번,당구장,19201387,870,9933724,9267663,12952443,5908360,0,1604467,9270700,2795066,3174614,2015955
20254,관광특구,명동 남대문 북창동 다동 무교동 관광특구,가전제품,790835452,1173,658715818,132119634,457475138,92033429,0,6555721,159210710,76127323,232218679,75396133
20254,발달상권,연남동(홍대),분식전문점,919005082,65271,690239506,228765576,351535882,435091848,12149859,221717165,258633184,142715794,102192694,49219034
20254,발달상권,매봉역,치과의원,253137225,2835,247816460,5320765,160770253,92366972,0,35112731,41175866,9640006,86795151,80413471
20254,전통시장,상계중앙시장,호프-간이주점,396534020,3056,328484392,68049628,382448096,14085924,0,0,1660637,61563262,35470415,297839706
20254,전통시장,강남골목시장,슈퍼마켓,699534072,3264,620382584,79151488,0,699534072,0,0,0,74544450,103850337,521139285
20254,골목상권,굽은다리역 2번,슈퍼마켓,397200307,38003,290236211,106964096,273685587,123514720,3939738,31306429,73587218,69310355,97312337,121744230
20254,골목상권,삼전역 1번,일반의류,62478743,558,58015086,4463657,6164856,54039139,0,144067,1390745,3489094,17599552,37580537
20254,골목상권,까치산역 4번,화장품,19369934,287,17178371,2191563,4717992,14651942,0,1439523,0,4350026,574770,13005615
20254,골목상권,계남근린공원,인테리어,3746101,392,831963,2914138,2914138,831963,0,0,0,79927,752036,2914138
20254,발달상권,경복아파트교차로,세탁소,5429676,33,5429676,0,1881571,3548105,0,0,3548105,1881571,0,0
20254,관광특구,명동 남대문 북창동 다동 무교동 관광특구,섬유제품,993894740,8247,725426780,268467960,346913364,534320483,0,9085809,85732053,47176443,219020283,520219259
20254,골목상권,KB국민은행 망원동지점,의약품,735808703,54197,487747180,248061523,349017758,375734311,884542,90098666,177493144,149180342,126885837,180209539
20254,골목상권,신림현대아파트,일반의류,213747025,1097,195035780,18711245,4814946,208932079,0,0,0,31632366,9568943,172545716
20254,관광특구,동대문패션타운 관광특구,패스트푸드점,1263718012,133017,944801546,318916466,683909980,488502089,24203430,219271047,362921673,255122130,197395908,113497883
20254,전통시장,송화벽화시장(송화골목시장),일반교습학원,302553542,1006,236439685,66113857,157933011,144620531,0,0,7143123,164461639,130948780,0
20254,발달상권,서초역,육류판매,2004423,29,987687,1016736,1350806,653617,0,0,0,0,0,2004423
20254,전통시장,약수시장,육류판매,1433154213,36343,971493069,461661144,505213727,889385018,1084892,132274186,109951723,231652264,331793629,587842051
20254,골목상권,우장산역 4번,치과의원,337872399,2563,286663778,51208621,168037813,165685339,0,15284008,34621652,64469636,101188534,118159321
20254,발달상권,문래역(문래로데오거리),호프-간이주점,2221146337,37501,1662795193,558351144,1091602797,576044524,6141227,175305087,416348430,425043084,436930374,207879121
20254,골목상권,관악우성아파트,패스트푸드점,118283181,6381,83790059,34493122,55478776,46085280,505968,14958263,19220485,18443429,25883757,22552151
20254,전통시장,용산용문시장,일반의원,259963559,16244,219825293,40138266,108151361,151812198,3965748,6436678,30903801,50713596,71065008,96878728
20254,관광특구,동대문패션타운 관광특구,일식음식점,339619928,8961,270268811,69351117,150368433,160225191,614564,72271607,113883329,57453800,46943190,19427138
20254,발달상권,압구정로데오역(압구정로데오),반찬가게,48375083,4766,42164294,6210789,28616862,19711627,0,860760,4480041,20237366,18080465,4669856
20254,발달상권,서촌(경복궁역),일식음식점,902456713,7606,669450115,233006598,364431618,332312178,1552449,133009611,261332177,116691176,112023596,72134788
20254,전통시장,남성사계시장(남성시장),안경,110940561,965,78710873,32229688,51039122,57041458,157299,7141921,11957737,21050934,37322980,30449710
20254,골목상권,세곡초등학교,전자상거래업,41979296,43,40381241,1598055,479416,2556887,0,0,2556887,0,0,479416
20254,관광특구,동대문패션타운 관광특구,분식전문점,1866670692,227112,1364095061,502575631,831169752,934419111,42892992,402818474,451346526,371008649,305740514,191781709
20254,관광특구,동대문패션타운 관광특구,인테리어,283917628,2926,257210947,26706681,136167488,14348439,0,0,41852662,14633798,33738221,60291247
20254,골목상권,석촌고분역 4번,세탁소,30443644,2154,22496150,7947494,12823199,17563589,0,4223406,7090319,9021781,2798720,7252563
20254,골목상권,학동근린공원,커피-음료,35910754,3727,26527551,9383203,18389658,13103659,0,6615511,9564044,13416615,1359293,537854
20254,전통시장,쌍문역동측상점가,치킨전문점,42283359,1844,25738840,16544519,21581201,19238213,431860,4069415,7293631,6177361,7336564,15510583
20254,발달상권,압구정역,가전제품,18475768,40,14408119,4067649,12563138,5912630,0,0,0,1428335,7689298,9358135
20254,발달상권,미아역,패스트푸드점,315066718,21035,231637838,83428880,154637847,144547242,8842440,57339096,58742697,65173107,67618300,41469448
20254,발달상권,약수역,의료기기,36366463,427,36366463,0,36366463,0,0,0,0,0,24516129,11850334
20254,관광특구,동대문패션타운 관광특구,의약품,2122165563,84648,2045440700,76724863,1160583081,957653941,4757054,125451594,368885596,366730981,425944355,826467442
20254,발달상권,중림동,슈퍼마켓,101553385,22245,94633449,6919936,51290578,50157291,29334,29182442,29079866,20682644,16083845,6389738
20254,골목상권,양지어린이공원,커피-음료,3261953,485,2576042,685911,1144906,1807612,0,265598,458995,541510,742642,943775
20254,발달상권,신대방삼거리역,미용실,302383506,6221,178122846,124260660,125329082,177054424,6734151,49322756,110500966,57747470,51417202,26660961
20254,발달상권,"신촌역(신촌역, 신촌로터리)",운동/경기용품,406752959,2840,268233243,138519716,128680704,234930142,772569,63579563,96883538,79966586,66840551,55568041
20254,골목상권,한영중고,미용실,141889785,3249,94797075,47092710,57141994,84747791,1547558,5551145,11101553,33337126,52731026,37621377
20254,발달상권,은마아파트,일반교습학원,72977777148,262164,50869999241,22107777907,32074350279,40903426869,98712369,135334227,1411263813,43684414158,24896627051,2751425530
20254,발달상권,태릉입구역,여관,24368587,50,19632991,4735596,17955801,6412786,0,0,0,11247040,0,13121547
20254,골목상권,길동주민센터(강동도서관),커피-음료,26722252,6794,19912990,6809262,16617309,8674546,152923,2096935,4428020,9615359,4581021,4417596
20254,관광특구,동대문패션타운 관광특구,컴퓨터및주변장치판매,22473161,49,22383525,89636,22249071,224090,0,89636,224090,6473161,15686274,0
20254,발달상권,금호역,분식전문점,166288317,15431,122150924,44137393,92310935,67471218,2399863,15168650,30214121,36648308,42019728,33331480
20254,골목상권,천호1동주민센터,커피-음료,41345095,5300,28053689,13291406,21268437,16612962,316503,4073683,8893739,7745120,8823532,8028822
20254,발달상권,학동역,가구,11262561433,5375,7239157654,4023403779,6359794249,4783768644,0,207441028,648221830,2736723560,3819443744,3758299882
20254,관광특구,동대문패션타운 관광특구,안경,481298824,8958,299738962,181559862,128722857,352575967,18137435,148741933,114741858,98663676,61863311,39150611
20254,관광특구,동대문패션타운 관광특구,화초,32254075,657,28891669,3362406,9727519,4848120,0,3518797,4410226,2658647,860150,3127820
20254,전통시장,중랑동부시장,슈퍼마켓,210765454,27458,148299388,62466066,140003397,69322315,1122930,29942674,40488837,52475510,36620916,48674842
20254,발달상권,가락시장역,핸드폰,810338331,1042,748063399,62274932,269113077,538295339,0,0,7604461,272979677,62744576,464079702
20254,관광특구,종로·청계 관광특구,조명용품,37590684161,156919,37064018898,526665263,20760982162,9784115665,0,88236652,4810732143,3366898857,15226274453,7052955726
20254,골목상권,금산초등학교(금천고등학교),예술학원,15008811,117,15008811,0,9236191,5772620,0,0,1753707,9280034,2075220,1899850
20254,전통시장,창신골목시장,양식음식점,327207260,8054,213242143,113965117,223895936,103311324,17618972,205968448,56597990,28226454,12977531,5817865
20254,골목상권,성내천어린이공원(하니사랑길),자동차수리,2069232574,7173,1807818915,261413659,1466989622,468947560,0,10361819,291594694,430982191,560247710,642750769
20254,전통시장,경창시장,호프-간이주점,98308211,2415,63958161,34350050,71850542,21952826,179194,972766,7864064,22019333,30414820,32353191
20254,골목상권,홍대부속여중고앞,슈퍼마켓,601892801,40841,416110125,185782676,239074715,303807016,874859,26048501,81600645,131077122,109731370,193549233
20254,골목상권,삼성산자연공원(서울금천초등학교),가구,49006494,114,32713426,16293068,36659403,12347091,0,0,0,20111756,9801299,19093439
20254,발달상권,개롱역,골프연습장,13308266,357,6277184,7031082,7055771,3633695,0,412659,582134,365045,6355169,2974460
20254,발달상권,연신내역,패스트푸드점,78059752,6269,58808189,19251563,36755937,33317001,2465675,18147509,19359566,10480867,14452228,5167092
20254,발달상권,종각역,PC방,59389807,2920,31757924,27631883,33089845,26299962,1477229,35428680,15712059,3106707,2941430,723702
20254,골목상권,신월7동주민센터,일반의류,174404070,2796,132155474,42248596,19364567,154960419,0,0,105446,3957522,86875668,83386350
20254,골목상권,방배초등학교,일반의류,247513202,157,138713735,108799467,138043513,109469689,0,0,0,0,26808904,220704298
20254,발달상권,가락시장역,반찬가게,574464569,29664,552597349,21867220,116692672,457771897,860275,1790581,33889478,95651794,244755890,197516551
20254,전통시장,남성사계시장(남성시장),치과의원,640400441,4972,513728615,126671826,328561097,306600955,1263808,20014845,77417343,183073326,164042006,189350724
20254,발달상권,방배동카페골목,슈퍼마켓,2054406729,99347,1461458085,592948644,789135847,991269630,562808,36700051,277069913,282154648,449934891,733983169
20254,골목상권,서래초등학교,화초,2862182,41,2862182,0,0,2862182,0,0,0,2862182,0,0
20254,관광특구,종로·청계 관광특구,화초,100849524,1488,91198927,9650597,23765805,32293364,0,9411907,14537056,10314436,7103483,14692289
20254,발달상권,굽은다리역,노래방,57268763,852,39440893,17827870,47467418,8276362,0,6387808,5863137,11460683,12578823,19453328
20254,골목상권,우장산힐스테이트,미용실,45000000,1313,26581732,18418268,24577623,20422377,404568,5309236,10737488,13377468,7502196,7669044
20254,골목상권,신정역 5번,분식전문점,130126613,9093,109897563,20229050,72161565,49257242,576333,11035996,40416900,18209166,17809430,33370979
20254,전통시장,중부시장(신중부시장),편의점,579087013,68599,433984021,145102992,314297544,129813177,3855893,60358292,115947788,113882085,76695925,73370737
20254,관광특구,종로·청계 관광특구,제과점,99530236,13773,85502123,14028113,53340717,41120736,476699,13185683,17030195,14746051,23684407,25338420
20254,발달상권,장지역(가든파이브),완구,245329358,5928,141971792,103357566,130996082,79304698,3499945,5177819,57913800,89935295,14367981,39405939
20254,발달상권,성수역,PC방,180283621,33228,121002618,59281003,145549513,34734108,4068553,86132058,64593067,18272388,6440136,777419
20254,골목상권,까치산역 1번,한식음식점,498697241,9470,362321873,136375368,270884255,171162055,0,54584073,111819776,96391695,96424260,82826506
20254,발달상권,보라매역,자동차수리,86437730,601,54883333,31554397,58795003,11862424,0,1154971,4672437,17777978,27006644,20045397
20254,발달상권,가락시장역,제과점,148882573,11558,115376373,33506200,61163633,59757877,0,9330752,22085632,28584079,30768875,30152173
20254,관광특구,종로·청계 관광특구,의약품,11841808566,307086,9206057071,2635751495,6252292911,5565881017,5316462,449027531,1370858626,1829886402,2091150768,6071934139
20254,관광특구,종로·청계 관광특구,컴퓨터및주변장치판매,997662865,4831,990706807,6956058,613911864,45435171,0,2804616,15432839,0,26437089,614672490
20254,골목상권,신길3동주민센터,치킨전문점,109771531,3196,69248731,40522800,78351746,31419785,0,6790757,12830385,37843302,33749489,18557598
20254,골목상권,석촌역 7번,예술학원,3880619,7,3880619,0,3880619,0,0,0,0,0,3880619,0
20254,발달상권,삼호가든사거리,커피-음료,1178950301,241004,857619579,321330722,498328100,552835928,31952366,103577717,203057853,362075090,199832418,150668589
20254,전통시장,돌곶이시장(석관황금시장),분식전문점,10976338,730,7723299,3253039,3490931,3330591,0,376202,1062217,1538002,1659813,2185290
20254,골목상권,숭실대입구역 1번,자동차수리,303490893,2765,263570297,39920596,199339503,76189091,0,6075857,76344598,54702062,74051553,64354524
20254,발달상권,동대문역,커피-음료,126724898,24023,86064539,40660359,62175364,58910612,1396490,16132798,23613595,22107248,24046581,33789261
20254,골목상권,보라매역 2번,분식전문점,12193905,696,9644177,2549728,4130829,6204068,0,1517426,2733201,3340279,2449898,294095
20254,관광특구,종로·청계 관광특구,문구,30274206862,1233101,21653324303,8620882559,7465163481,11845194756,122424481,1028205221,4120758123,5044750294,5546427390,3447792725
20254,관광특구,종로·청계 관광특구,핸드폰,486052681,8081,483759919,2292762,229448069,114018530,0,18001850,52291088,56005756,68864220,148303683
20254,발달상권,개봉동 현대아파트,의약품,1952708901,126126,1557161999,395546902,994647064,958061837,1720246,49452875,193465634,364661584,485993898,857414664
20254,발달상권,"신촌역(신촌역, 신촌로터리)",노래방,419622110,50140,266338944,153283166,250924876,160874106,24670210,160822934,69172820,64601117,75433636,17098267
20254,골목상권,상일여고(상일초등학교),일식음식점,235911043,8330,189926802,45984241,121714464,82564133,977493,25915071,47536988,76457513,41566483,11825047
20254,관광특구,종로·청계 관광특구,커피-음료,7576428476,821281,5916638708,1659789768,3084663583,3149133283,39536706,1020350305,1656582201,1305712673,1061878292,1149736690
20254,관광특구,종로·청계 관광특구,신발,12647910506,169097,10531861547,2116048959,4900927790,5372738988,18419059,323934558,2166819581,1137689769,1312925417,5313878394
20254,발달상권,뚝섬역,핸드폰,12507716,607,7922421,4585295,9655991,2851725,0,9430628,2600356,0,0,476732
20254,전통시장,창동신창시장,한식음식점,913265158,42895,648344375,264920783,430728171,446133180,59638,16079249,73763274,153392347,272182372,361384473
20254,전통시장,약수시장,치과의원,180455513,2302,128981812,51473701,77658259,102797254,0,10707465,54563294,37307130,35702384,42175240
20254,관광특구,종로·청계 관광특구,미용실,375948041,9604,295779332,80168709,155258640,220689401,15095926,52492713,90380905,55836772,47145726,114995999
20254,전통시장,제일시장,치과의원,99125101,681,76005382,23119719,42885964,56239137,0,1636637,12313445,27762109,16262685,41150225
20254,골목상권,남강고등학교(남강중학교),슈퍼마켓,210957368,19767,149509508,61447860,143702118,66279953,984319,18280096,30961132,47747380,54782683,57226460
20254,전통시장,목2동시장,일반의원,2165683812,60391,1753876171,411807641,1031017344,1134666468,17340694,289251729,535277584,535058364,353441767,435313674
20254,발달상권,약수역,분식전문점,545531578,43881,422708715,122822863,209060338,248221697,6462419,87386678,148038988,85098145,82461474,47834330
20254,골목상권,백석중학교,미용실,16394073,424,9735417,6658656,9299160,7094913,0,0,619944,6061674,4144441,5568014
20254,관광특구,잠실 관광특구,슈퍼마켓,3785616058,343056,2832398981,953217077,1988498217,1252200439,14115004,475077406,936208571,655355408,604175417,555766852
20254,관광특구,잠실 관광특구,호프-간이주점,8506918101,144702,5490781978,3016136123,4759274309,2808259043,109797402,2437828793,2478624628,1142750530,992514783,406017221
20254,관광특구,잠실 관광특구,스포츠클럽,168614145,723,148598886,20015259,100254466,40817802,0,32842681,62604195,13034292,2638712,29952389
20254,관광특구,잠실 관광특구,의료기기,1505453498,3764,1505453498,0,0,1505453498,0,0,0,0,752726749,752726749
20254,관광특구,잠실 관광특구,미용실,3962190284,30387,2325173145,1637017139,1508431026,2443062403,8447386,230721011,762162266,1027648125,1082274662,840239979
20254,발달상권,강남역,호프-간이주점,16919770194,329187,11422026069,5497744125,9745148281,5509494373,206379711,5027090101,5537808208,2570608013,1445635544,467121078
20254,골목상권,방배아이파크아파트,한식음식점,702054450,32397,540662950,161391500,327447349,254349315,14652071,73410632,100454560,139516241,149070287,104692867
20254,골목상권,대림역 5번,스포츠 강습,63895715,254,63895715,0,10212296,53683419,0,0,0,63895715,0,0
20254,전통시장,수유중앙골목시장(수유중앙시장),한식음식점,522917774,21369,381465966,141451808,316710584,162232650,459424,28843799,67073812,85903691,139806387,156856127
20254,발달상권,방이동먹자골목,스포츠클럽,4923930,61,4895894,28036,4816462,107468,0,542015,2020409,14018,2347488,0
20254,관광특구,잠실 관광특구,완구,17790000000,1291738,11231600914,6558399086,9027788255,8762211745,524207876,5498801317,5914547889,4079836687,911963923,860642308
20254,발달상권,녹두거리(대학동),분식전문점,639095071,63428,483936529,155158542,309615820,250071412,5968547,131049368,148400632,87535324,118897743,67835615
20254,골목상권,방이역 1번,세탁소,39264591,2249,29315807,9948784,17042948,22221643,0,1883630,4997508,9205115,10928277,12250061
20254,골목상권,굽은다리역 3번,서적,195505129,7338,86184808,109320321,66293099,129212030,0,2091933,4430079,14395258,60649490,113938369
20254,관광특구,잠실 관광특구,의약품,9774262366,231196,8729435085,1044827281,6139351565,3634910801,16428128,509556340,3054121776,1705382448,2408162236,2080611438
20254,관광특구,잠실 관광특구,세탁소,48084971,905,42636736,5448235,16550438,19523462,0,5425230,8613874,8606474,6844094,6584225
20254,관광특구,잠실 관광특구,일반교습학원,4983827,16,2325786,2658041,0,4983827,0,0,2658041,0,2325786,0
20254,관광특구,잠실 관광특구,여관,2762748943,81895,1863121460,899627483,1804548266,509901631,29384396,490543472,711148350,447119416,332761766,303492495
20254,골목상권,신길대성유니드아파트,조명용품,3819000000,18061,3523979873,295020127,473060901,0,0,0,0,314380207,61940159,96740536
20254,골목상권,천호공원(해공체육문화센터),일반의류,27053635,761,18519372,8534263,12900784,13415772,0,454806,2358131,1774188,7439925,14289506
20254,발달상권,신설동역,골프연습장,45925913,1412,29358668,16567245,29396642,13244099,0,3521117,3717417,10161592,12172499,13068116
20254,관광특구,잠실 관광특구,스포츠 강습,25317373,123,21002271,4315102,7035493,18281880,0,9051302,9605792,6660279,0,0
20254,발달상권,학동사거리,조명용품,2120901373,1728,669642076,1451259297,873257007,1247644366,0,464130239,638945808,1554140,558324208,457946978
