기관명,발전소명,호기,배출년월,황산화물 허용기준,황산화물(SOx),먼지 허용기준,먼지(TSP),질소산화물 허용기준,질소산화물(NOx)
한국동서발전㈜,일산발전본부,6,2022-11,,0.0,,0.0,40.0,7.368118
한국동서발전㈜,당진발전본부,1,2022-12,48.0,0.0,11.0,0.0,56.0,0.0
한국동서발전㈜,당진발전본부,2,2022-12,48.0,32.867718,11.0,3.440773,56.0,24.883686
한국동서발전㈜,당진발전본부,3,2022-12,48.0,33.126319,11.0,1.907073,56.0,21.807566
한국동서발전㈜,당진발전본부,4,2022-12,48.0,32.37617,11.0,2.469092,56.0,11.027341
한국동서발전㈜,당진발전본부,5,2022-12,48.0,37.805386,11.0,5.476365,56.0,23.58414
한국동서발전㈜,당진발전본부,6,2022-12,48.0,19.114084,11.0,2.752989,56.0,16.669904
한국동서발전㈜,당진발전본부,7,2022-12,48.0,8.697875,11.0,1.774529,56.0,11.927224
한국동서발전㈜,당진발전본부,8,2022-12,48.0,29.304249,11.0,5.434459,56.0,19.323084
한국동서발전㈜,당진발전본부,9,2022-12,40.0,74.21632,9.0,1.333187,40.0,51.400416
한국동서발전㈜,당진발전본부,10,2022-12,40.0,49.221015,9.0,5.111374,40.0,58.839155
한국동서발전㈜,울산발전본부,4,2022-12,,0.0,,0.0,,0.0
한국동서발전㈜,울산발전본부,5,2022-12,,0.0,,0.0,,0.0
한국동서발전㈜,울산발전본부,6,2022-12,,0.0,,0.0,,0.0
한국동서발전㈜,울산발전본부,7,2022-12,,0.0,,0.0,34.0,1.282214
한국동서발전㈜,울산발전본부,8,2022-12,,0.0,,0.0,34.0,1.034709
한국동서발전㈜,울산발전본부,9,2022-12,,0.0,,0.0,34.0,4.606175
한국동서발전㈜,울산발전본부,10,2022-12,,0.0,,0.0,34.0,4.909175
한국동서발전㈜,울산발전본부,11,2022-12,,0.0,,0.0,34.0,14.455584
한국동서발전㈜,울산발전본부,12,2022-12,,0.0,,0.0,34.0,11.326133
한국동서발전㈜,울산발전본부,13,2022-12,,0.0,,0.0,21.0,16.845797
한국동서발전㈜,울산발전본부,14,2022-12,,0.0,,0.0,21.0,15.369
한국동서발전㈜,동해바이오발전본부,1,2022-12,120.0,86.628317,12.0,1.030904,80.0,27.272771
한국동서발전㈜,동해바이오발전본부,2,2022-12,120.0,81.799559,12.0,1.394548,80.0,25.705803
한국동서발전㈜,신호남건설추진본부,1,2022-12,60.0,0.0,12.0,0.0,119.0,0.0
한국동서발전㈜,신호남건설추진본부,2,2022-12,60.0,0.0,12.0,0.0,119.0,0.0
한국동서발전㈜,일산발전본부,1,2022-12,,0.0,,0.0,40.0,16.418865
한국동서발전㈜,일산발전본부,2,2022-12,,0.0,,0.0,40.0,12.961817
한국동서발전㈜,일산발전본부,3,2022-12,,0.0,,0.0,40.0,13.661013
한국동서발전㈜,일산발전본부,4,2022-12,,0.0,,0.0,40.0,20.913949
한국동서발전㈜,일산발전본부,5,2022-12,,0.0,,0.0,40.0,3.926107
한국동서발전㈜,일산발전본부,6,2022-12,,0.0,,0.0,40.0,4.04044
한국동서발전㈜,당진발전본부,1,2023-01,25.0,0.0,5.0,0.0,15.0,0.0
한국동서발전㈜,당진발전본부,2,2023-01,48.0,5.142,11.0,0.599,56.0,3.9
한국동서발전㈜,당진발전본부,3,2023-01,25.0,3.033,5.0,0.235,15.0,2.584
한국동서발전㈜,당진발전본부,4,2023-01,25.0,50.736,5.0,3.869,15.0,17.28
한국동서발전㈜,당진발전본부,5,2023-01,48.0,27.558,11.0,4.592,56.0,21.879
한국동서발전㈜,당진발전본부,6,2023-01,48.0,19.683,11.0,3.867,56.0,18.287
한국동서발전㈜,당진발전본부,7,2023-01,48.0,17.216,11.0,3.339,56.0,17.934
한국동서발전㈜,당진발전본부,8,2023-01,48.0,24.299,11.0,5.419,56.0,20.002
한국동서발전㈜,당진발전본부,9,2023-01,40.0,48.654,9.0,1.077,40.0,49.321
한국동서발전㈜,당진발전본부,10,2023-01,40.0,40.895,9.0,4.576,40.0,47.445
한국동서발전㈜,울산발전본부,7,2023-01,,0.0,,0.0,34.0,0.123
한국동서발전㈜,울산발전본부,8,2023-01,,0.0,,0.0,34.0,0.141
한국동서발전㈜,울산발전본부,9,2023-01,,0.0,,0.0,34.0,1.132
한국동서발전㈜,울산발전본부,10,2023-01,,0.0,,0.0,34.0,1.101
한국동서발전㈜,울산발전본부,11,2023-01,,0.0,,0.0,34.0,3.519
한국동서발전㈜,울산발전본부,12,2023-01,,0.0,,0.0,34.0,6.899
한국동서발전㈜,울산발전본부,13,2023-01,,0.0,,0.0,21.0,12.838
한국동서발전㈜,울산발전본부,14,2023-01,,0.0,,0.0,21.0,13.763
한국동서발전㈜,동해바이오발전본부,1,2023-01,120.0,71.954705,12.0,0.963929,80.0,23.511468
한국동서발전㈜,동해바이오발전본부,2,2023-01,120.0,79.995993,12.0,1.440849,80.0,25.475908
한국동서발전㈜,일산발전본부,1,2023-01,,0.0,,0.0,40.0,15.086
한국동서발전㈜,일산발전본부,2,2023-01,,0.0,,0.0,40.0,12.543
한국동서발전㈜,일산발전본부,3,2023-01,,0.0,,0.0,40.0,9.557
한국동서발전㈜,일산발전본부,4,2023-01,,0.0,,0.0,40.0,19.053
한국동서발전㈜,일산발전본부,5,2023-01,,0.0,,0.0,40.0,4.815
한국동서발전㈜,일산발전본부,6,2023-01,,0.0,,0.0,40.0,4.819
한국동서발전㈜,당진발전본부,1,2023-02,25.0,0.0,5.0,0.0,15.0,0.0
한국동서발전㈜,당진발전본부,2,2023-02,48.0,35.054,11.0,2.701,56.0,22.584
한국동서발전㈜,당진발전본부,3,2023-02,25.0,1.542,5.0,0.108,15.0,1.008
한국동서발전㈜,당진발전본부,4,2023-02,25.0,36.466,5.0,2.947,15.0,13.889
한국동서발전㈜,당진발전본부,5,2023-02,48.0,35.756,11.0,3.987,56.0,30.184
한국동서발전㈜,당진발전본부,6,2023-02,48.0,21.731,11.0,2.708,56.0,21.521
한국동서발전㈜,당진발전본부,7,2023-02,48.0,25.433,11.0,3.19,56.0,28.951
한국동서발전㈜,당진발전본부,8,2023-02,48.0,33.223,11.0,4.579,56.0,24.253
한국동서발전㈜,당진발전본부,9,2023-02,40.0,53.252,9.0,1.142,40.0,43.744
한국동서발전㈜,당진발전본부,10,2023-02,40.0,46.135,9.0,3.079,40.0,41.516
한국동서발전㈜,울산발전본부,7,2023-02,,0.0,,0.0,34.0,0.018
한국동서발전㈜,울산발전본부,8,2023-02,,0.0,,0.0,34.0,0.021
한국동서발전㈜,울산발전본부,9,2023-02,,0.0,,0.0,34.0,0.513
한국동서발전㈜,울산발전본부,10,2023-02,,0.0,,0.0,34.0,2.356
한국동서발전㈜,울산발전본부,11,2023-02,,0.0,,0.0,34.0,12.774
한국동서발전㈜,울산발전본부,12,2023-02,,0.0,,0.0,34.0,8.596
한국동서발전㈜,울산발전본부,13,2023-02,,0.0,,0.0,21.0,14.764
한국동서발전㈜,울산발전본부,14,2023-02,,0.0,,0.0,21.0,15.207
한국동서발전㈜,동해바이오발전본부,1,2023-02,120.0,78.57549,12.0,1.269429,80.0,25.150784
한국동서발전㈜,동해바이오발전본부,2,2023-02,120.0,74.176533,12.0,1.247666,80.0,23.730351
한국동서발전㈜,일산발전본부,1,2023-02,,0.0,,0.0,40.0,3.08
한국동서발전㈜,일산발전본부,2,2023-02,,0.0,,0.0,40.0,0.551
한국동서발전㈜,일산발전본부,3,2023-02,,0.0,,0.0,40.0,2.365
한국동서발전㈜,일산발전본부,4,2023-02,,0.0,,0.0,40.0,4.374
한국동서발전㈜,일산발전본부,5,2023-02,,0.0,,0.0,40.0,12.456
한국동서발전㈜,일산발전본부,6,2023-02,,0.0,,0.0,40.0,11.625
한국동서발전㈜,당진발전본부,1,2023-03,25.0,0.0,5.0,0.0,15.0,0.0
한국동서발전㈜,당진발전본부,2,2023-03,48.0,27.409,11.0,2.645,56.0,21.166
한국동서발전㈜,당진발전본부,3,2023-03,25.0,0.0,5.0,0.0,15.0,0.0
한국동서발전㈜,당진발전본부,4,2023-03,25.0,5.258,5.0,2.292,15.0,10.893
한국동서발전㈜,당진발전본부,5,2023-03,48.0,29.805,11.0,1.403,56.0,17.038
한국동서발전㈜,당진발전본부,6,2023-03,48.0,11.028,11.0,0.815,56.0,11.643
한국동서발전㈜,당진발전본부,7,2023-03,48.0,20.699,11.0,0.826,56.0,26.242
한국동서발전㈜,당진발전본부,8,2023-03,48.0,3.221,11.0,0.088,56.0,3.046
한국동서발전㈜,당진발전본부,9,2023-03,40.0,63.6,9.0,1.918,40.0,58.292
한국동서발전㈜,당진발전본부,10,2023-03,40.0,4.352,9.0,0.127,40.0,3.513
한국동서발전㈜,울산발전본부,7,2023-03,,0.0,,0.0,34.0,0.11
한국동서발전㈜,울산발전본부,8,2023-03,,0.0,,0.0,34.0,0.016
한국동서발전㈜,울산발전본부,9,2023-03,,0.0,,0.0,34.0,4.754
한국동서발전㈜,울산발전본부,10,2023-03,,0.0,,0.0,34.0,4.791
한국동서발전㈜,울산발전본부,11,2023-03,,0.0,,0.0,34.0,9.241
한국동서발전㈜,울산발전본부,12,2023-03,,0.0,,0.0,34.0,9.879
한국동서발전㈜,울산발전본부,13,2023-03,,0.0,,0.0,21.0,10.928
한국동서발전㈜,울산발전본부,14,2023-03,,0.0,,0.0,21.0,10.629
한국동서발전㈜,동해바이오발전본부,1,2023-03,120.0,81.026138,12.0,1.170845,80.0,26.551656
한국동서발전㈜,동해바이오발전본부,2,2023-03,120.0,37.008315,12.0,0.837316,80.0,12.434927
한국동서발전㈜,일산발전본부,1,2023-03,,0.0,,0.0,40.0,0.009
한국동서발전㈜,일산발전본부,2,2023-03,,0.0,,0.0,40.0,0.007
한국동서발전㈜,일산발전본부,3,2023-03,,0.0,,0.0,40.0,0.001
한국동서발전㈜,일산발전본부,4,2023-03,,0.0,,0.0,40.0,0.011
한국동서발전㈜,일산발전본부,5,2023-03,,0.0,,0.0,40.0,13.915
한국동서발전㈜,일산발전본부,6,2023-03,,0.0,,0.0,40.0,11.645
한국동서발전㈜,당진발전본부,1,2023-04,25.0,21.62,5.0,1.628,15.0,9.4
한국동서발전㈜,당진발전본부,2,2023-04,48.0,17.313,11.0,1.746,56.0,14.456
한국동서발전㈜,당진발전본부,3,2023-04,25.0,8.382,5.0,0.368,15.0,4.078
한국동서발전㈜,당진발전본부,4,2023-04,25.0,7.207,5.0,1.812,15.0,9.175
한국동서발전㈜,당진발전본부,5,2023-04,48.0,39.884,11.0,2.042,56.0,23.527
한국동서발전㈜,당진발전본부,6,2023-04,48.0,12.035,11.0,0.87,56.0,13.807
한국동서발전㈜,당진발전본부,7,2023-04,48.0,19.687,11.0,0.871,56.0,21.912
한국동서발전㈜,당진발전본부,8,2023-04,48.0,21.529,11.0,0.656,56.0,15.298
한국동서발전㈜,당진발전본부,9,2023-04,40.0,44.05,9.0,1.562,40.0,41.512
한국동서발전㈜,당진발전본부,10,2023-04,40.0,0.0,9.0,0.0,40.0,0.0
한국동서발전㈜,울산발전본부,7,2023-04,,0.0,,0.0,34.0,0.868
한국동서발전㈜,울산발전본부,8,2023-04,,0.0,,0.0,34.0,0.572
한국동서발전㈜,울산발전본부,9,2023-04,,0.0,,0.0,34.0,2.13
한국동서발전㈜,울산발전본부,10,2023-04,,0.0,,0.0,34.0,2.286
한국동서발전㈜,울산발전본부,11,2023-04,,0.0,,0.0,34.0,1.891
한국동서발전㈜,울산발전본부,12,2023-04,,0.0,,0.0,34.0,4.899
한국동서발전㈜,울산발전본부,13,2023-04,,0.0,,0.0,21.0,12.596
한국동서발전㈜,울산발전본부,14,2023-04,,0.0,,0.0,21.0,12.228
한국동서발전㈜,동해바이오발전본부,1,2023-04,120.0,14.159437,12.0,0.224921,80.0,4.850393
한국동서발전㈜,동해바이오발전본부,2,2023-04,120.0,0.0,12.0,0.0,80.0,0.0
한국동서발전㈜,일산발전본부,1,2023-04,,0.0,,0.0,40.0,0.419
한국동서발전㈜,일산발전본부,2,2023-04,,0.0,,0.0,40.0,0.97
한국동서발전㈜,일산발전본부,3,2023-04,,0.0,,0.0,40.0,0.739
한국동서발전㈜,일산발전본부,4,2023-04,,0.0,,0.0,40.0,1.218
한국동서발전㈜,일산발전본부,5,2023-04,,0.0,,0.0,40.0,5.201
한국동서발전㈜,일산발전본부,6,2023-04,,0.0,,0.0,40.0,7.404
한국동서발전㈜,당진발전본부,1,2023-05,25.0,32.485,5.0,2.685,15.0,14.01
한국동서발전㈜,당진발전본부,2,2023-05,48.0,0.283,11.0,0.025,56.0,0.721
한국동서발전㈜,당진발전본부,3,2023-05,25.0,0.0,5.0,0.0,15.0,0.0
한국동서발전㈜,당진발전본부,4,2023-05,25.0,10.81,5.0,2.774,15.0,10.092
한국동서발전㈜,당진발전본부,5,2023-05,48.0,30.769,11.0,1.432,56.0,16.444
한국동서발전㈜,당진발전본부,6,2023-05,48.0,9.367,11.0,0.435,56.0,10.246
한국동서발전㈜,당진발전본부,7,2023-05,48.0,27.716,11.0,1.234,56.0,22.716
한국동서발전㈜,당진발전본부,8,2023-05,48.0,16.556,11.0,0.469,56.0,12.341
한국동서발전㈜,당진발전본부,9,2023-05,40.0,52.36,9.0,1.826,40.0,58.688
한국동서발전㈜,당진발전본부,10,2023-05,40.0,4.782,9.0,0.03,40.0,9.04
한국동서발전㈜,울산발전본부,7,2023-05,,0.0,,0.0,34.0,1.179
한국동서발전㈜,울산발전본부,8,2023-05,,0.0,,0.0,34.0,1.764
한국동서발전㈜,울산발전본부,9,2023-05,,0.0,,0.0,34.0,6.632
한국동서발전㈜,울산발전본부,10,2023-05,,0.0,,0.0,34.0,6.229
한국동서발전㈜,울산발전본부,11,2023-05,,0.0,,0.0,34.0,1.408
한국동서발전㈜,울산발전본부,12,2023-05,,0.0,,0.0,34.0,7.795
한국동서발전㈜,울산발전본부,13,2023-05,,0.0,,0.0,21.0,10.342
한국동서발전㈜,울산발전본부,14,2023-05,,0.0,,0.0,21.0,11.479
한국동서발전㈜,동해바이오발전본부,1,2023-05,120.0,41.261063,12.0,0.524886,80.0,14.362166
한국동서발전㈜,동해바이오발전본부,2,2023-05,120.0,0.0,12.0,0.0,80.0,0.0
한국동서발전㈜,일산발전본부,1,2023-05,,0.0,,0.0,40.0,1.089
한국동서발전㈜,일산발전본부,2,2023-05,,0.0,,0.0,40.0,1.028
한국동서발전㈜,일산발전본부,3,2023-05,,0.0,,0.0,40.0,2.103
한국동서발전㈜,일산발전본부,4,2023-05,,0.0,,0.0,40.0,2.186
한국동서발전㈜,일산발전본부,5,2023-05,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,6,2023-05,,0.0,,0.0,40.0,0.0
한국동서발전㈜,당진발전본부,1,2023-06,25.0,13.858,5.0,1.795,15.0,6.725
한국동서발전㈜,당진발전본부,2,2023-06,48.0,13.198,11.0,1.003,56.0,7.349
한국동서발전㈜,당진발전본부,3,2023-06,25.0,9.908,5.0,0.372,15.0,4.638
한국동서발전㈜,당진발전본부,4,2023-06,25.0,4.658,5.0,1.564,15.0,8.198
한국동서발전㈜,당진발전본부,5,2023-06,48.0,1.915,11.0,0.207,56.0,3.605
한국동서발전㈜,당진발전본부,6,2023-06,48.0,34.325,11.0,2.311,56.0,22.579
한국동서발전㈜,당진발전본부,7,2023-06,48.0,26.587,11.0,0.965,56.0,17.537
한국동서발전㈜,당진발전본부,8,2023-06,48.0,18.046,11.0,0.242,56.0,9.574
한국동서발전㈜,당진발전본부,9,2023-06,40.0,60.533,9.0,1.383,40.0,48.423
한국동서발전㈜,당진발전본부,10,2023-06,40.0,53.329,9.0,1.342,40.0,48.941
한국동서발전㈜,울산발전본부,7,2023-06,,0.0,,0.0,34.0,1.404
한국동서발전㈜,울산발전본부,8,2023-06,,0.0,,0.0,34.0,2.204
한국동서발전㈜,울산발전본부,9,2023-06,,0.0,,0.0,34.0,4.919
한국동서발전㈜,울산발전본부,10,2023-06,,0.0,,0.0,34.0,4.648
한국동서발전㈜,울산발전본부,11,2023-06,,0.0,,0.0,34.0,6.294
한국동서발전㈜,울산발전본부,12,2023-06,,0.0,,0.0,34.0,7.352
한국동서발전㈜,울산발전본부,13,2023-06,,0.0,,0.0,21.0,10.142
한국동서발전㈜,울산발전본부,14,2023-06,,0.0,,0.0,21.0,12.069
한국동서발전㈜,동해바이오발전본부,1,2023-06,120.0,79.55996,12.0,1.04441,80.0,26.434773
한국동서발전㈜,동해바이오발전본부,2,2023-06,120.0,0.0,12.0,0.0,80.0,0.0
한국동서발전㈜,일산발전본부,1,2023-06,,0.0,,0.0,40.0,1.013
한국동서발전㈜,일산발전본부,2,2023-06,,0.0,,0.0,40.0,0.988
한국동서발전㈜,일산발전본부,3,2023-06,,0.0,,0.0,40.0,2.539
한국동서발전㈜,일산발전본부,4,2023-06,,0.0,,0.0,40.0,2.608
한국동서발전㈜,일산발전본부,5,2023-06,,0.0,,0.0,40.0,0.875
한국동서발전㈜,일산발전본부,6,2023-06,,0.0,,0.0,40.0,0.877
한국동서발전㈜,당진발전본부,1,2023-07,25.0,13.065,5.0,1.785,15.0,5.235
한국동서발전㈜,당진발전본부,2,2023-07,48.0,15.597,11.0,1.225,56.0,11.27
한국동서발전㈜,당진발전본부,3,2023-07,25.0,0.0,5.0,0.0,15.0,0.0
한국동서발전㈜,당진발전본부,4,2023-07,25.0,4.694,5.0,2.549,15.0,4.183
한국동서발전㈜,당진발전본부,5,2023-07,48.0,23.571,11.0,1.886,56.0,18.498
한국동서발전㈜,당진발전본부,6,2023-07,48.0,26.729,11.0,1.774,56.0,20.674
한국동서발전㈜,당진발전본부,7,2023-07,48.0,22.425,11.0,0.87,56.0,15.276
한국동서발전㈜,당진발전본부,8,2023-07,48.0,29.908,11.0,0.638,56.0,13.215
한국동서발전㈜,당진발전본부,9,2023-07,40.0,65.849,9.0,2.037,40.0,51.783
한국동서발전㈜,당진발전본부,10,2023-07,40.0,61.777,9.0,1.308,40.0,54.464
한국동서발전㈜,울산발전본부,7,2023-07,,0.0,,0.0,34.0,0.0
한국동서발전㈜,울산발전본부,8,2023-07,,0.0,,0.0,34.0,0.0
한국동서발전㈜,울산발전본부,9,2023-07,,0.0,,0.0,34.0,1.972
한국동서발전㈜,울산발전본부,10,2023-07,,0.0,,0.0,34.0,2.223
한국동서발전㈜,울산발전본부,11,2023-07,,0.0,,0.0,34.0,3.398
한국동서발전㈜,울산발전본부,12,2023-07,,0.0,,0.0,34.0,4.436
한국동서발전㈜,울산발전본부,13,2023-07,,0.0,,0.0,21.0,10.169
한국동서발전㈜,울산발전본부,14,2023-07,,0.0,,0.0,21.0,11.602
한국동서발전㈜,동해바이오발전본부,1,2023-07,120.0,84.515652,12.0,1.124448,80.0,28.004153
한국동서발전㈜,동해바이오발전본부,2,2023-07,120.0,0.0,12.0,0.0,80.0,0.0
한국동서발전㈜,일산발전본부,1,2023-07,,0.0,,0.0,40.0,0.282
한국동서발전㈜,일산발전본부,2,2023-07,,0.0,,0.0,40.0,0.152
한국동서발전㈜,일산발전본부,3,2023-07,,0.0,,0.0,40.0,0.175
한국동서발전㈜,일산발전본부,4,2023-07,,0.0,,0.0,40.0,0.49
한국동서발전㈜,일산발전본부,5,2023-07,,0.0,,0.0,40.0,0.859
한국동서발전㈜,일산발전본부,6,2023-07,,0.0,,0.0,40.0,0.796
한국동서발전㈜,당진발전본부,1,2023-08,25.0,10.391,5.0,1.611,15.0,6.3
한국동서발전㈜,당진발전본부,2,2023-08,48.0,36.847,11.0,3.253,56.0,24.322
한국동서발전㈜,당진발전본부,3,2023-08,25.0,7.76,5.0,0.315,15.0,3.53
한국동서발전㈜,당진발전본부,4,2023-08,25.0,1.853,5.0,2.258,15.0,4.045
한국동서발전㈜,당진발전본부,5,2023-08,48.0,25.18,11.0,1.824,56.0,20.013
한국동서발전㈜,당진발전본부,6,2023-08,48.0,26.881,11.0,2.203,56.0,21.18
한국동서발전㈜,당진발전본부,7,2023-08,48.0,24.479,11.0,0.896,56.0,15.392
한국동서발전㈜,당진발전본부,8,2023-08,48.0,45.244,11.0,0.892,56.0,16.84
한국동서발전㈜,당진발전본부,9,2023-08,40.0,53.501,9.0,1.37,40.0,50.388
한국동서발전㈜,당진발전본부,10,2023-08,40.0,53.762,9.0,1.219,40.0,53.282
한국동서발전㈜,울산발전본부,7,2023-08,,0.0,,0.0,34.0,0.319
한국동서발전㈜,울산발전본부,8,2023-08,,0.0,,0.0,34.0,0.57
한국동서발전㈜,울산발전본부,9,2023-08,,0.0,,0.0,34.0,2.843
한국동서발전㈜,울산발전본부,10,2023-08,,0.0,,0.0,34.0,2.453
한국동서발전㈜,울산발전본부,11,2023-08,,0.0,,0.0,34.0,2.817
한국동서발전㈜,울산발전본부,12,2023-08,,0.0,,0.0,34.0,4.095
한국동서발전㈜,울산발전본부,13,2023-08,,0.0,,0.0,21.0,12.642
한국동서발전㈜,울산발전본부,14,2023-08,,0.0,,0.0,21.0,11.149
한국동서발전㈜,동해바이오발전본부,1,2023-08,120.0,73.619412,12.0,0.933621,80.0,23.879298
한국동서발전㈜,동해바이오발전본부,2,2023-08,120.0,65.390019,12.0,2.11227,80.0,21.251397
한국동서발전㈜,일산발전본부,1,2023-08,,0.0,,0.0,40.0,0.771
한국동서발전㈜,일산발전본부,2,2023-08,,0.0,,0.0,40.0,0.866
한국동서발전㈜,일산발전본부,3,2023-08,,0.0,,0.0,40.0,0.627
한국동서발전㈜,일산발전본부,4,2023-08,,0.0,,0.0,40.0,1.028
한국동서발전㈜,일산발전본부,5,2023-08,,0.0,,0.0,40.0,1.538
한국동서발전㈜,일산발전본부,6,2023-08,,0.0,,0.0,40.0,1.501
한국동서발전㈜,당진발전본부,1,2023-09,25.0,4.742,5.0,0.746,15.0,2.762
한국동서발전㈜,당진발전본부,2,2023-09,48.0,26.967,11.0,2.991,56.0,17.92
한국동서발전㈜,당진발전본부,3,2023-09,25.0,4.541,5.0,0.584,15.0,1.577
한국동서발전㈜,당진발전본부,4,2023-09,25.0,5.089,5.0,2.029,15.0,5.669
한국동서발전㈜,당진발전본부,5,2023-09,48.0,24.291,11.0,1.617,56.0,17.191
한국동서발전㈜,당진발전본부,6,2023-09,48.0,15.977,11.0,0.975,56.0,13.119
한국동서발전㈜,당진발전본부,7,2023-09,48.0,30.242,11.0,1.042,56.0,17.12
한국동서발전㈜,당진발전본부,8,2023-09,48.0,27.598,11.0,0.637,56.0,12.391
한국동서발전㈜,당진발전본부,9,2023-09,40.0,51.842,9.0,1.35,40.0,39.292
한국동서발전㈜,당진발전본부,10,2023-09,40.0,71.838,9.0,1.202,40.0,57.205
한국동서발전㈜,울산발전본부,7,2023-09,,0.0,,0.0,34.0,0.157
한국동서발전㈜,울산발전본부,8,2023-09,,0.0,,0.0,34.0,0.412
한국동서발전㈜,울산발전본부,9,2023-09,,0.0,,0.0,34.0,1.605
한국동서발전㈜,울산발전본부,10,2023-09,,0.0,,0.0,34.0,2.097
한국동서발전㈜,울산발전본부,11,2023-09,,0.0,,0.0,34.0,7.429
한국동서발전㈜,울산발전본부,12,2023-09,,0.0,,0.0,34.0,3.441
한국동서발전㈜,울산발전본부,13,2023-09,,0.0,,0.0,21.0,3.307
한국동서발전㈜,울산발전본부,14,2023-09,,0.0,,0.0,21.0,11.832
한국동서발전㈜,동해바이오발전본부,1,2023-09,120.0,63.268832,12.0,0.857116,80.0,25.938826
한국동서발전㈜,동해바이오발전본부,2,2023-09,120.0,71.299757,12.0,2.794085,80.0,27.207067
한국동서발전㈜,일산발전본부,1,2023-09,,0.0,,0.0,40.0,1.557
한국동서발전㈜,일산발전본부,2,2023-09,,0.0,,0.0,40.0,1.914
한국동서발전㈜,일산발전본부,3,2023-09,,0.0,,0.0,40.0,1.467
한국동서발전㈜,일산발전본부,4,2023-09,,0.0,,0.0,40.0,1.638
한국동서발전㈜,일산발전본부,5,2023-09,,0.0,,0.0,40.0,3.715
한국동서발전㈜,일산발전본부,6,2023-09,,0.0,,0.0,40.0,6.707
한국동서발전㈜,당진발전본부,1,2023-10,25.0,7.755,5.0,1.244,15.0,5.915
한국동서발전㈜,당진발전본부,2,2023-10,48.0,24.383,11.0,1.829,56.0,15.192
한국동서발전㈜,당진발전본부,3,2023-10,25.0,0.0,5.0,0.0,15.0,0.0
한국동서발전㈜,당진발전본부,4,2023-10,25.0,2.641,5.0,0.495,15.0,2.815
한국동서발전㈜,당진발전본부,5,2023-10,48.0,23.452,11.0,1.683,56.0,26.041
한국동서발전㈜,당진발전본부,6,2023-10,48.0,13.971,11.0,0.713,56.0,17.261
한국동서발전㈜,당진발전본부,7,2023-10,48.0,15.621,11.0,0.691,56.0,10.562
한국동서발전㈜,당진발전본부,8,2023-10,48.0,2.665,11.0,0.027,56.0,1.738
한국동서발전㈜,당진발전본부,9,2023-10,40.0,42.65,9.0,2.464,40.0,42.297
한국동서발전㈜,당진발전본부,10,2023-10,40.0,56.608,9.0,1.313,40.0,51.719
한국동서발전㈜,울산발전본부,7,2023-10,,0.0,,0.0,34.0,2.686
한국동서발전㈜,울산발전본부,8,2023-10,,0.0,,0.0,34.0,3.449
한국동서발전㈜,울산발전본부,9,2023-10,,0.0,,0.0,34.0,9.439
한국동서발전㈜,울산발전본부,10,2023-10,,0.0,,0.0,34.0,6.986
한국동서발전㈜,울산발전본부,11,2023-10,,0.0,,0.0,34.0,20.174
한국동서발전㈜,울산발전본부,12,2023-10,,0.0,,0.0,34.0,8.677
한국동서발전㈜,울산발전본부,13,2023-10,,0.0,,0.0,21.0,0.0
한국동서발전㈜,울산발전본부,14,2023-10,,0.0,,0.0,21.0,6.331
한국동서발전㈜,동해바이오발전본부,1,2023-10,120.0,31.606193,12.0,0.409745,80.0,10.847611
한국동서발전㈜,동해바이오발전본부,2,2023-10,120.0,46.982337,12.0,0.701643,80.0,16.626297
한국동서발전㈜,일산발전본부,1,2023-10,,0.0,,0.0,40.0,2.541
한국동서발전㈜,일산발전본부,2,2023-10,,0.0,,0.0,40.0,4.888
한국동서발전㈜,일산발전본부,3,2023-10,,0.0,,0.0,40.0,3.459
한국동서발전㈜,일산발전본부,4,2023-10,,0.0,,0.0,40.0,3.904
한국동서발전㈜,일산발전본부,5,2023-10,,0.0,,0.0,40.0,2.574
한국동서발전㈜,일산발전본부,6,2023-10,,0.0,,0.0,40.0,3.122
한국동서발전㈜,당진발전본부,1,2023-11,25.0,0.122,5.0,0.105,15.0,0.817
한국동서발전㈜,당진발전본부,2,2023-11,48.0,41.012,11.0,2.304,56.0,23.232
한국동서발전㈜,당진발전본부,3,2023-11,25.0,0.0,5.0,0.0,15.0,0.0
한국동서발전㈜,당진발전본부,4,2023-11,25.0,4.802,5.0,0.87,15.0,4.673
한국동서발전㈜,당진발전본부,5,2023-11,48.0,24.0,11.0,1.252,56.0,24.593
한국동서발전㈜,당진발전본부,6,2023-11,48.0,8.015,11.0,0.384,56.0,8.387
한국동서발전㈜,당진발전본부,7,2023-11,48.0,2.116,11.0,0.028,56.0,2.785
한국동서발전㈜,당진발전본부,8,2023-11,48.0,0.009,11.0,0.007,56.0,0.306
한국동서발전㈜,당진발전본부,9,2023-11,40.0,33.482,9.0,1.18,40.0,32.004
한국동서발전㈜,당진발전본부,10,2023-11,40.0,40.393,9.0,1.409,40.0,42.606
한국동서발전㈜,울산발전본부,7,2023-11,,0.0,,0.0,34.0,1.073
한국동서발전㈜,울산발전본부,8,2023-11,,0.0,,0.0,34.0,1.175
한국동서발전㈜,울산발전본부,9,2023-11,,0.0,,0.0,34.0,3.374
한국동서발전㈜,울산발전본부,10,2023-11,,0.0,,0.0,34.0,3.128
한국동서발전㈜,울산발전본부,11,2023-11,,0.0,,0.0,34.0,7.254
