기관명,발전소명,호기,배출년월,황산화물 허용기준,황산화물(SOx),먼지 허용기준,먼지(TSP),질소산화물 허용기준,질소산화물(NOx)
한국동서발전㈜,울산발전본부,12,2023-11,,0.0,,0.0,34.0,16.575
한국동서발전㈜,울산발전본부,13,2023-11,,0.0,,0.0,21.0,0.0
한국동서발전㈜,울산발전본부,14,2023-11,,0.0,,0.0,21.0,0.0
한국동서발전㈜,동해바이오발전본부,1,2023-11,120.0,0.0,12.0,0.0,80.0,0.0
한국동서발전㈜,동해바이오발전본부,2,2023-11,120.0,43.442558,12.0,0.959837,80.0,15.291247
한국동서발전㈜,일산발전본부,1,2023-11,,0.0,,0.0,40.0,4.019
한국동서발전㈜,일산발전본부,2,2023-11,,0.0,,0.0,40.0,4.201
한국동서발전㈜,일산발전본부,3,2023-11,,0.0,,0.0,40.0,2.251
한국동서발전㈜,일산발전본부,4,2023-11,,0.0,,0.0,40.0,3.602
한국동서발전㈜,일산발전본부,5,2023-11,,0.0,,0.0,40.0,8.203
한국동서발전㈜,일산발전본부,6,2023-11,,0.0,,0.0,40.0,7.972
한국동서발전㈜,당진발전본부,1,2023-12,25.0,11.211,5.0,2.084,15.0,8.252
한국동서발전㈜,당진발전본부,2,2023-12,48.0,0.0,11.0,0.0,56.0,0.0
한국동서발전㈜,당진발전본부,3,2023-12,25.0,0.0,5.0,0.0,15.0,0.0
한국동서발전㈜,당진발전본부,4,2023-12,25.0,7.966,5.0,0.844,15.0,6.038
한국동서발전㈜,당진발전본부,5,2023-12,48.0,30.183,11.0,1.722,56.0,24.81
한국동서발전㈜,당진발전본부,6,2023-12,48.0,34.225,11.0,2.107,56.0,26.375
한국동서발전㈜,당진발전본부,7,2023-12,48.0,0.0,11.0,0.0,56.0,0.0
한국동서발전㈜,당진발전본부,8,2023-12,48.0,18.96,11.0,0.737,56.0,14.333
한국동서발전㈜,당진발전본부,9,2023-12,40.0,54.25,9.0,1.302,40.0,45.471
한국동서발전㈜,당진발전본부,10,2023-12,40.0,66.073,9.0,2.169,40.0,59.889
한국동서발전㈜,울산발전본부,7,2023-12,,0.0,,0.0,34.0,0.164
한국동서발전㈜,울산발전본부,8,2023-12,,0.0,,0.0,34.0,0.227
한국동서발전㈜,울산발전본부,9,2023-12,,0.0,,0.0,34.0,0.875
한국동서발전㈜,울산발전본부,10,2023-12,,0.0,,0.0,34.0,0.952
한국동서발전㈜,울산발전본부,11,2023-12,,0.0,,0.0,34.0,14.088
한국동서발전㈜,울산발전본부,12,2023-12,,0.0,,0.0,34.0,7.86
한국동서발전㈜,울산발전본부,13,2023-12,,0.0,,0.0,21.0,5.441
한국동서발전㈜,울산발전본부,14,2023-12,,0.0,,0.0,21.0,6.038
한국동서발전㈜,동해바이오발전본부,1,2023-12,120.0,0.0,12.0,0.0,80.0,0.0
한국동서발전㈜,동해바이오발전본부,2,2023-12,120.0,76.989125,12.0,1.764752,80.0,32.500771
한국동서발전㈜,일산발전본부,1,2023-12,,0.0,,0.0,40.0,6.246
한국동서발전㈜,일산발전본부,2,2023-12,,0.0,,0.0,40.0,15.596
한국동서발전㈜,일산발전본부,3,2023-12,,0.0,,0.0,40.0,16.031
한국동서발전㈜,일산발전본부,4,2023-12,,0.0,,0.0,40.0,12.323
한국동서발전㈜,일산발전본부,5,2023-12,,0.0,,0.0,40.0,1.365
한국동서발전㈜,일산발전본부,6,2023-12,,0.0,,0.0,40.0,1.387
한국동서발전㈜,당진발전본부,1,2024-01,25.0,4.6,5.0,3.6,15.0,1.4
한국동서발전㈜,당진발전본부,2,2024-01,48.0,0.0,11.0,0.0,56.0,0.0
한국동서발전㈜,당진발전본부,3,2024-01,25.0,0.0,5.0,0.0,15.0,0.0
한국동서발전㈜,당진발전본부,4,2024-01,25.0,4.4,5.0,4.0,15.0,0.4
한국동서발전㈜,당진발전본부,5,2024-01,48.0,7.5,11.0,8.3,56.0,0.7
한국동서발전㈜,당진발전본부,6,2024-01,48.0,17.6,11.0,20.0,56.0,1.3
한국동서발전㈜,당진발전본부,7,2024-01,48.0,11.7,11.0,16.1,56.0,0.4
한국동서발전㈜,당진발전본부,8,2024-01,48.0,11.8,11.0,11.6,56.0,0.2
한국동서발전㈜,당진발전본부,9,2024-01,40.0,33.2,9.0,37.7,40.0,0.9
한국동서발전㈜,당진발전본부,10,2024-01,40.0,27.9,9.0,26.2,40.0,0.9
한국동서발전㈜,울산발전본부,7,2024-01,,0.0,,0.0,34.0,0.9
한국동서발전㈜,울산발전본부,8,2024-01,,0.0,,0.0,34.0,1.4
한국동서발전㈜,울산발전본부,9,2024-01,,0.0,,0.0,34.0,0.0
한국동서발전㈜,울산발전본부,10,2024-01,,0.0,,0.0,34.0,0.0
한국동서발전㈜,울산발전본부,11,2024-01,,0.0,,0.0,34.0,0.0
한국동서발전㈜,울산발전본부,12,2024-01,,0.0,,0.0,34.0,0.0
한국동서발전㈜,울산발전본부,13,2024-01,,0.0,,0.0,21.0,0.0
한국동서발전㈜,울산발전본부,14,2024-01,,0.0,,0.0,21.0,0.0
한국동서발전㈜,동해바이오발전본부,1,2024-01,120.0,0.0,12.0,0.0,80.0,0.0
한국동서발전㈜,동해바이오발전본부,2,2024-01,120.0,0.0,12.0,0.0,80.0,0.0
한국동서발전㈜,일산발전본부,1,2024-01,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,2,2024-01,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,3,2024-01,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,4,2024-01,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,5,2024-01,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,6,2024-01,,0.0,,0.0,40.0,0.0
한국동서발전㈜,당진발전본부,1,2024-02,25.0,6.1,5.0,6.6,15.0,0.9
한국동서발전㈜,당진발전본부,2,2024-02,48.0,0.0,11.0,0.0,56.0,0.0
한국동서발전㈜,당진발전본부,3,2024-02,25.0,0.0,5.0,0.0,15.0,0.0
한국동서발전㈜,당진발전본부,4,2024-02,25.0,4.0,5.0,7.6,15.0,0.4
한국동서발전㈜,당진발전본부,5,2024-02,48.0,13.3,11.0,16.9,56.0,1.3
한국동서발전㈜,당진발전본부,6,2024-02,48.0,17.9,11.0,20.6,56.0,1.9
한국동서발전㈜,당진발전본부,7,2024-02,48.0,12.5,11.0,18.6,56.0,0.6
한국동서발전㈜,당진발전본부,8,2024-02,48.0,13.5,11.0,16.9,56.0,0.4
한국동서발전㈜,당진발전본부,9,2024-02,40.0,22.8,9.0,27.5,40.0,0.9
한국동서발전㈜,당진발전본부,10,2024-02,40.0,32.1,9.0,32.9,40.0,1.1
한국동서발전㈜,울산발전본부,7,2024-02,,0.0,,0.0,34.0,0.2
한국동서발전㈜,울산발전본부,8,2024-02,,0.0,,0.0,34.0,1.2
한국동서발전㈜,울산발전본부,9,2024-02,,0.0,,0.0,34.0,0.0
한국동서발전㈜,울산발전본부,10,2024-02,,0.0,,0.0,34.0,0.0
한국동서발전㈜,울산발전본부,11,2024-02,,0.0,,0.0,34.0,0.0
한국동서발전㈜,울산발전본부,12,2024-02,,0.0,,0.0,34.0,0.0
한국동서발전㈜,울산발전본부,13,2024-02,,0.0,,0.0,21.0,0.0
한국동서발전㈜,울산발전본부,14,2024-02,,0.0,,0.0,21.0,0.0
한국동서발전㈜,동해바이오발전본부,1,2024-02,120.0,0.0,12.0,0.0,80.0,0.0
한국동서발전㈜,동해바이오발전본부,2,2024-02,120.0,0.0,12.0,0.0,80.0,0.0
한국동서발전㈜,일산발전본부,1,2024-02,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,2,2024-02,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,3,2024-02,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,4,2024-02,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,5,2024-02,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,6,2024-02,,0.0,,0.0,40.0,0.0
한국동서발전㈜,당진발전본부,1,2024-03,25.0,1.7,5.0,1.3,15.0,0.2
한국동서발전㈜,당진발전본부,2,2024-03,48.0,0.0,11.0,0.0,56.0,0.0
한국동서발전㈜,당진발전본부,3,2024-03,25.0,0.0,5.0,0.0,15.0,0.0
한국동서발전㈜,당진발전본부,4,2024-03,25.0,5.4,5.0,6.8,15.0,0.4
한국동서발전㈜,당진발전본부,5,2024-03,48.0,18.5,11.0,13.9,56.0,1.4
한국동서발전㈜,당진발전본부,6,2024-03,48.0,26.7,11.0,20.7,56.0,1.9
한국동서발전㈜,당진발전본부,7,2024-03,48.0,15.1,11.0,16.4,56.0,0.7
한국동서발전㈜,당진발전본부,8,2024-03,48.0,16.3,11.0,21.2,56.0,0.4
한국동서발전㈜,당진발전본부,9,2024-03,40.0,0.0,9.0,0.0,40.0,0.0
한국동서발전㈜,당진발전본부,10,2024-03,40.0,37.6,9.0,48.7,40.0,1.5
한국동서발전㈜,울산발전본부,7,2024-03,,0.0,,0.0,34.0,1.0
한국동서발전㈜,울산발전본부,8,2024-03,,0.0,,0.0,34.0,0.3
한국동서발전㈜,울산발전본부,9,2024-03,,0.0,,0.0,34.0,0.0
한국동서발전㈜,울산발전본부,10,2024-03,,0.0,,0.0,34.0,0.0
한국동서발전㈜,울산발전본부,11,2024-03,,0.0,,0.0,34.0,0.0
한국동서발전㈜,울산발전본부,12,2024-03,,0.0,,0.0,34.0,0.0
한국동서발전㈜,울산발전본부,13,2024-03,,0.0,,0.0,21.0,0.0
한국동서발전㈜,울산발전본부,14,2024-03,,0.0,,0.0,21.0,0.0
한국동서발전㈜,동해바이오발전본부,1,2024-03,120.0,0.0,12.0,0.0,80.0,0.0
한국동서발전㈜,동해바이오발전본부,2,2024-03,120.0,0.0,12.0,0.0,80.0,0.0
한국동서발전㈜,일산발전본부,1,2024-03,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,2,2024-03,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,3,2024-03,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,4,2024-03,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,5,2024-03,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,6,2024-03,,0.0,,0.0,40.0,0.0
한국동서발전㈜,당진발전본부,1,2024-04,25.0,5.1,5.0,3.9,15.0,0.5
한국동서발전㈜,당진발전본부,2,2024-04,48.0,0.0,11.0,0.0,56.0,0.0
한국동서발전㈜,당진발전본부,3,2024-04,25.0,0.0,5.0,0.0,15.0,0.0
한국동서발전㈜,당진발전본부,4,2024-04,25.0,5.2,5.0,5.4,15.0,0.4
한국동서발전㈜,당진발전본부,5,2024-04,48.0,10.5,11.0,9.2,56.0,0.8
한국동서발전㈜,당진발전본부,6,2024-04,48.0,21.3,11.0,17.9,56.0,1.3
한국동서발전㈜,당진발전본부,7,2024-04,48.0,13.2,11.0,16.8,56.0,0.7
한국동서발전㈜,당진발전본부,8,2024-04,48.0,12.6,11.0,18.9,56.0,0.6
한국동서발전㈜,당진발전본부,9,2024-04,40.0,0.0,9.0,0.0,40.0,0.0
한국동서발전㈜,당진발전본부,10,2024-04,40.0,26.4,9.0,31.0,40.0,0.9
한국동서발전㈜,울산발전본부,7,2024-04,,0.0,,0.0,34.0,0.7
한국동서발전㈜,울산발전본부,8,2024-04,,0.0,,0.0,34.0,0.3
한국동서발전㈜,울산발전본부,9,2024-04,,0.0,,0.0,34.0,0.0
한국동서발전㈜,울산발전본부,10,2024-04,,0.0,,0.0,34.0,0.0
한국동서발전㈜,울산발전본부,11,2024-04,,0.0,,0.0,34.0,0.0
한국동서발전㈜,울산발전본부,12,2024-04,,0.0,,0.0,34.0,0.0
한국동서발전㈜,울산발전본부,13,2024-04,,0.0,,0.0,21.0,0.0
한국동서발전㈜,울산발전본부,14,2024-04,,0.0,,0.0,21.0,0.0
한국동서발전㈜,동해바이오발전본부,1,2024-04,120.0,0.0,12.0,0.0,80.0,0.0
한국동서발전㈜,동해바이오발전본부,2,2024-04,120.0,0.0,12.0,0.0,80.0,0.0
한국동서발전㈜,일산발전본부,1,2024-04,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,2,2024-04,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,3,2024-04,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,4,2024-04,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,5,2024-04,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,6,2024-04,,0.0,,0.0,40.0,0.0
한국동서발전㈜,당진발전본부,1,2024-05,25.0,7.5,5.0,7.0,15.0,0.7
한국동서발전㈜,당진발전본부,2,2024-05,48.0,0.0,11.0,0.0,56.0,0.0
한국동서발전㈜,당진발전본부,3,2024-05,25.0,0.0,5.0,0.0,15.0,0.0
한국동서발전㈜,당진발전본부,4,2024-05,25.0,0.0,5.0,0.0,15.0,0.1
한국동서발전㈜,당진발전본부,5,2024-05,48.0,0.0,11.0,0.1,56.0,0.1
한국동서발전㈜,당진발전본부,6,2024-05,48.0,3.9,11.0,3.4,56.0,0.2
한국동서발전㈜,당진발전본부,7,2024-05,48.0,16.3,11.0,24.7,56.0,0.9
한국동서발전㈜,당진발전본부,8,2024-05,48.0,11.2,11.0,14.5,56.0,0.5
한국동서발전㈜,당진발전본부,9,2024-05,40.0,0.0,9.0,0.0,40.0,0.0
한국동서발전㈜,당진발전본부,10,2024-05,40.0,39.6,9.0,53.8,40.0,0.9
한국동서발전㈜,울산발전본부,7,2024-05,,0.0,,0.0,34.0,0.6
한국동서발전㈜,울산발전본부,8,2024-05,,0.0,,0.0,34.0,1.1
한국동서발전㈜,울산발전본부,9,2024-05,,0.0,,0.0,34.0,0.0
한국동서발전㈜,울산발전본부,10,2024-05,,0.0,,0.0,34.0,0.0
한국동서발전㈜,울산발전본부,11,2024-05,,0.0,,0.0,34.0,0.0
한국동서발전㈜,울산발전본부,12,2024-05,,0.0,,0.0,34.0,0.0
한국동서발전㈜,울산발전본부,13,2024-05,,0.0,,0.0,21.0,0.0
한국동서발전㈜,울산발전본부,14,2024-05,,0.0,,0.0,21.0,0.0
한국동서발전㈜,동해바이오발전본부,1,2024-05,120.0,0.0,12.0,0.0,80.0,0.0
한국동서발전㈜,동해바이오발전본부,2,2024-05,120.0,0.0,12.0,0.0,80.0,0.0
한국동서발전㈜,일산발전본부,1,2024-05,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,2,2024-05,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,3,2024-05,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,4,2024-05,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,5,2024-05,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,6,2024-05,,0.0,,0.0,40.0,0.0
한국동서발전㈜,당진발전본부,1,2024-06,25.0,7.5,5.0,8.2,15.0,0.7
한국동서발전㈜,당진발전본부,2,2024-06,48.0,0.0,11.0,0.0,56.0,0.0
한국동서발전㈜,당진발전본부,3,2024-06,25.0,0.0,5.0,0.0,15.0,0.0
한국동서발전㈜,당진발전본부,4,2024-06,25.0,4.7,5.0,4.7,15.0,0.3
한국동서발전㈜,당진발전본부,5,2024-06,48.0,4.5,11.0,3.3,56.0,0.5
한국동서발전㈜,당진발전본부,6,2024-06,48.0,15.8,11.0,20.9,56.0,1.2
한국동서발전㈜,당진발전본부,7,2024-06,48.0,7.9,11.0,12.8,56.0,0.4
한국동서발전㈜,당진발전본부,8,2024-06,48.0,8.7,11.0,14.4,56.0,0.4
한국동서발전㈜,당진발전본부,9,2024-06,40.0,17.1,9.0,25.1,40.0,0.6
한국동서발전㈜,당진발전본부,10,2024-06,40.0,42.9,9.0,58.4,40.0,0.5
한국동서발전㈜,울산발전본부,7,2024-06,,0.0,,0.0,34.0,0.1
한국동서발전㈜,울산발전본부,8,2024-06,,0.0,,0.0,34.0,0.1
한국동서발전㈜,울산발전본부,9,2024-06,,0.0,,0.0,34.0,0.0
한국동서발전㈜,울산발전본부,10,2024-06,,0.0,,0.0,34.0,0.0
한국동서발전㈜,울산발전본부,11,2024-06,,0.0,,0.0,34.0,0.0
한국동서발전㈜,울산발전본부,12,2024-06,,0.0,,0.0,34.0,0.0
한국동서발전㈜,울산발전본부,13,2024-06,,0.0,,0.0,21.0,0.0
한국동서발전㈜,울산발전본부,14,2024-06,,0.0,,0.0,21.0,0.0
한국동서발전㈜,동해바이오발전본부,1,2024-06,120.0,0.0,12.0,0.0,80.0,0.0
한국동서발전㈜,동해바이오발전본부,2,2024-06,120.0,0.0,12.0,0.0,80.0,0.0
한국동서발전㈜,일산발전본부,1,2024-06,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,2,2024-06,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,3,2024-06,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,4,2024-06,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,5,2024-06,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,6,2024-06,,0.0,,0.0,40.0,0.0
한국동서발전㈜,당진발전본부,1,2024-07,25.0,8.0,5.0,9.4,15.0,1.0
한국동서발전㈜,당진발전본부,2,2024-07,48.0,0.0,11.0,0.0,56.0,0.0
한국동서발전㈜,당진발전본부,3,2024-07,25.0,0.0,5.0,0.0,15.0,0.0
한국동서발전㈜,당진발전본부,4,2024-07,25.0,5.3,5.0,5.5,15.0,0.6
한국동서발전㈜,당진발전본부,5,2024-07,48.0,17.2,11.0,12.7,56.0,1.6
한국동서발전㈜,당진발전본부,6,2024-07,48.0,18.5,11.0,21.7,56.0,1.2
한국동서발전㈜,당진발전본부,7,2024-07,48.0,11.6,11.0,18.7,56.0,0.7
한국동서발전㈜,당진발전본부,8,2024-07,48.0,10.7,11.0,18.7,56.0,0.5
한국동서발전㈜,당진발전본부,9,2024-07,40.0,34.9,9.0,37.0,40.0,1.3
한국동서발전㈜,당진발전본부,10,2024-07,40.0,40.4,9.0,37.7,40.0,0.4
한국동서발전㈜,울산발전본부,7,2024-07,,0.0,,0.0,34.0,0.5
한국동서발전㈜,울산발전본부,8,2024-07,,0.0,,0.0,34.0,1.2
한국동서발전㈜,울산발전본부,9,2024-07,,0.0,,0.0,34.0,0.0
한국동서발전㈜,울산발전본부,10,2024-07,,0.0,,0.0,34.0,0.0
한국동서발전㈜,울산발전본부,11,2024-07,,0.0,,0.0,34.0,0.0
한국동서발전㈜,울산발전본부,12,2024-07,,0.0,,0.0,34.0,0.0
한국동서발전㈜,울산발전본부,13,2024-07,,0.0,,0.0,21.0,0.0
한국동서발전㈜,울산발전본부,14,2024-07,,0.0,,0.0,21.0,0.0
한국동서발전㈜,동해바이오발전본부,1,2024-07,120.0,0.0,12.0,0.0,80.0,0.0
한국동서발전㈜,동해바이오발전본부,2,2024-07,120.0,0.0,12.0,0.0,80.0,0.0
한국동서발전㈜,일산발전본부,1,2024-07,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,2,2024-07,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,3,2024-07,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,4,2024-07,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,5,2024-07,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,6,2024-07,,0.0,,0.0,40.0,0.0
한국동서발전㈜,당진발전본부,1,2024-08,25.0,8.8,5.0,10.2,15.0,1.0
한국동서발전㈜,당진발전본부,2,2024-08,48.0,0.0,11.0,0.0,56.0,0.0
한국동서발전㈜,당진발전본부,3,2024-08,25.0,0.0,5.0,0.0,15.0,0.0
한국동서발전㈜,당진발전본부,4,2024-08,25.0,6.1,5.0,8.0,15.0,0.7
한국동서발전㈜,당진발전본부,5,2024-08,48.0,17.2,11.0,16.8,56.0,1.9
한국동서발전㈜,당진발전본부,6,2024-08,48.0,12.1,11.0,12.4,56.0,0.7
한국동서발전㈜,당진발전본부,7,2024-08,48.0,12.0,11.0,18.8,56.0,0.6
한국동서발전㈜,당진발전본부,8,2024-08,48.0,13.4,11.0,27.6,56.0,0.7
한국동서발전㈜,당진발전본부,9,2024-08,40.0,39.0,9.0,46.7,40.0,1.6
한국동서발전㈜,당진발전본부,10,2024-08,40.0,40.4,9.0,42.3,40.0,0.6
한국동서발전㈜,울산발전본부,7,2024-08,,0.0,,0.0,34.0,1.2
한국동서발전㈜,울산발전본부,8,2024-08,,0.0,,0.0,34.0,1.1
한국동서발전㈜,울산발전본부,9,2024-08,,0.0,,0.0,34.0,0.0
한국동서발전㈜,울산발전본부,10,2024-08,,0.0,,0.0,34.0,0.0
한국동서발전㈜,울산발전본부,11,2024-08,,0.0,,0.0,34.0,0.0
한국동서발전㈜,울산발전본부,12,2024-08,,0.0,,0.0,34.0,0.0
한국동서발전㈜,울산발전본부,13,2024-08,,0.0,,0.0,21.0,0.0
한국동서발전㈜,울산발전본부,14,2024-08,,0.0,,0.0,21.0,0.0
한국동서발전㈜,동해바이오발전본부,1,2024-08,120.0,0.0,12.0,0.0,80.0,0.0
한국동서발전㈜,동해바이오발전본부,2,2024-08,120.0,0.0,12.0,0.0,80.0,0.0
한국동서발전㈜,일산발전본부,1,2024-08,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,2,2024-08,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,3,2024-08,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,4,2024-08,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,5,2024-08,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,6,2024-08,,0.0,,0.0,40.0,0.0
한국동서발전㈜,당진발전본부,1,2024-09,25.0,7.9,5.0,9.8,15.0,1.1
한국동서발전㈜,당진발전본부,2,2024-09,48.0,0.0,11.0,0.0,56.0,0.0
한국동서발전㈜,당진발전본부,3,2024-09,25.0,0.0,5.0,0.0,15.0,0.0
한국동서발전㈜,당진발전본부,4,2024-09,25.0,7.4,5.0,8.0,15.0,0.8
한국동서발전㈜,당진발전본부,5,2024-09,48.0,17.8,11.0,14.4,56.0,1.6
한국동서발전㈜,당진발전본부,6,2024-09,48.0,0.0,11.0,0.0,56.0,0.0
한국동서발전㈜,당진발전본부,7,2024-09,48.0,8.6,11.0,8.4,56.0,0.4
한국동서발전㈜,당진발전본부,8,2024-09,48.0,10.1,11.0,30.5,56.0,0.8
한국동서발전㈜,당진발전본부,9,2024-09,40.0,29.1,9.0,32.0,40.0,1.0
한국동서발전㈜,당진발전본부,10,2024-09,40.0,37.0,9.0,33.3,40.0,1.0
한국동서발전㈜,울산발전본부,7,2024-09,,0.0,,0.0,34.0,0.8
한국동서발전㈜,울산발전본부,8,2024-09,,0.0,,0.0,34.0,0.8
한국동서발전㈜,울산발전본부,9,2024-09,,0.0,,0.0,34.0,0.0
한국동서발전㈜,울산발전본부,10,2024-09,,0.0,,0.0,34.0,0.0
한국동서발전㈜,울산발전본부,11,2024-09,,0.0,,0.0,34.0,0.0
한국동서발전㈜,울산발전본부,12,2024-09,,0.0,,0.0,34.0,0.0
한국동서발전㈜,울산발전본부,13,2024-09,,0.0,,0.0,21.0,0.0
한국동서발전㈜,울산발전본부,14,2024-09,,0.0,,0.0,21.0,0.0
한국동서발전㈜,동해바이오발전본부,1,2024-09,120.0,0.0,12.0,0.0,80.0,0.0
한국동서발전㈜,동해바이오발전본부,2,2024-09,120.0,0.0,12.0,0.0,80.0,0.0
한국동서발전㈜,일산발전본부,1,2024-09,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,2,2024-09,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,3,2024-09,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,4,2024-09,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,5,2024-09,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,6,2024-09,,0.0,,0.0,40.0,0.0
한국동서발전㈜,당진발전본부,1,2024-10,25.0,4.3,5.0,5.2,15.0,0.8
한국동서발전㈜,당진발전본부,2,2024-10,48.0,0.0,11.0,0.0,56.0,0.0
한국동서발전㈜,당진발전본부,3,2024-10,25.0,0.0,5.0,0.0,15.0,0.0
한국동서발전㈜,당진발전본부,4,2024-10,25.0,8.2,5.0,6.0,15.0,0.6
한국동서발전㈜,당진발전본부,5,2024-10,48.0,18.9,11.0,19.3,56.0,2.3
한국동서발전㈜,당진발전본부,6,2024-10,48.0,0.0,11.0,0.0,56.0,0.0
한국동서발전㈜,당진발전본부,7,2024-10,48.0,5.3,11.0,7.5,56.0,0.2
한국동서발전㈜,당진발전본부,8,2024-10,48.0,15.8,11.0,28.2,56.0,0.7
한국동서발전㈜,당진발전본부,9,2024-10,40.0,26.7,9.0,33.1,40.0,1.1
한국동서발전㈜,당진발전본부,10,2024-10,40.0,36.6,9.0,38.1,40.0,0.8
한국동서발전㈜,울산발전본부,7,2024-10,,0.0,,0.0,34.0,0.1
한국동서발전㈜,울산발전본부,8,2024-10,,0.0,,0.0,34.0,0.3
한국동서발전㈜,울산발전본부,9,2024-10,,0.0,,0.0,34.0,0.0
한국동서발전㈜,울산발전본부,10,2024-10,,0.0,,0.0,34.0,0.0
한국동서발전㈜,울산발전본부,11,2024-10,,0.0,,0.0,34.0,0.0
한국동서발전㈜,울산발전본부,12,2024-10,,0.0,,0.0,34.0,0.0
한국동서발전㈜,울산발전본부,13,2024-10,,0.0,,0.0,21.0,0.0
한국동서발전㈜,울산발전본부,14,2024-10,,0.0,,0.0,21.0,0.0
한국동서발전㈜,동해바이오발전본부,1,2024-10,120.0,0.0,12.0,0.0,80.0,0.0
한국동서발전㈜,동해바이오발전본부,2,2024-10,120.0,0.0,12.0,0.0,80.0,0.0
한국동서발전㈜,일산발전본부,1,2024-10,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,2,2024-10,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,3,2024-10,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,4,2024-10,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,5,2024-10,,0.0,,0.0,40.0,0.0
한국동서발전㈜,일산발전본부,6,2024-10,,0.0,,0.0,40.0,0.0
한국동서발전㈜,당진발전본부,1,2024-11,25.0,8.3,5.0,11.6,15.0,1.0
한국동서발전㈜,당진발전본부,2,2024-11,48.0,0.0,11.0,0.0,56.0,0.0
한국동서발전㈜,당진발전본부,3,2024-11,25.0,0.0,5.0,0.0,15.0,0.0
한국동서발전㈜,당진발전본부,4,2024-11,25.0,6.1,5.0,9.6,15.0,0.5
한국동서발전㈜,당진발전본부,5,2024-11,48.0,14.2,11.0,18.0,56.0,2.1
한국동서발전㈜,당진발전본부,6,2024-11,48.0,0.0,11.0,0.0,56.0,0.0
한국동서발전㈜,당진발전본부,7,2024-11,48.0,12.6,11.0,16.9,56.0,0.5
한국동서발전㈜,당진발전본부,8,2024-11,48.0,16.8,11.0,37.8,56.0,0.9
한국동서발전㈜,당진발전본부,9,2024-11,40.0,24.3,9.0,47.8,40.0,1.0
한국동서발전㈜,당진발전본부,10,2024-11,40.0,38.1,9.0,50.5,40.0,0.9
한국동서발전㈜,울산발전본부,7,2024-11,,0.0,,0.0,34.0,0.2
한국동서발전㈜,울산발전본부,8,2024-11,,0.0,,0.0,34.0,0.7
