대여일자,대여소번호,대여소명,대여구분코드,성별,연령대코드,이용건수,운동량,탄소량,이동거리(M),이용시간(분)
202606,02325,2325. 대치삼성아파트 앞 교차로,정기권,,40대,33,1853.42,16.69,72005.43,788
202606,03985,3985. 디폴리스 지식산업센터,일일권,F,50대,3,700.44,6.32,27211.89,167
202606,01969,1969. 궁동생태공원,정기권,,60대,1,100.18,0.90,3891.90,47
202606,00179,179. 가좌역 4번출구 앞,일일권,M,~10대,8,591.45,5.33,22978.06,196
202606,00179,179. 가좌역 4번출구 앞,일일권,M,기타,4,113.10,1.03,4394.03,29
202606,05052,5052. 마곡역 7번출구,일일권,M,70대이상,6,172.76,1.56,6711.64,43
202606,04083,4083.도봉아이나라도서관 앞,정기권,,50대,45,2316.82,20.88,90008.02,779
202606,00179,179. 가좌역 4번출구 앞,일일권(3시간),M,20대,1,252.28,2.27,9800.93,108
202606,00380,380. CJ제일제당 앞,정기권,,20대,73,4122.72,37.19,160167.23,1425
202606,03641,3641. 대청역,일일권,M,~10대,8,763.40,6.87,29657.60,207
202606,04557,4557. 리버뷰신안인스빌2차 후문,일일권,M,40대,17,1100.33,9.66,41723.65,382
202606,04915,4915. 영동중앙교회 버스정류장,일일권,,20대,3,423.30,3.81,16445.63,95
202606,00467,467.한국은행,일일권,,20대,2,91.87,0.83,3569.15,39
202606,00179,179. 가좌역 4번출구 앞,일일권(비회원),,기타,6,521.95,4.71,24702.58,189
202606,01206,1206. 9호선종합운동장역 9번출구,정기권,F,40대,76,4365.24,39.94,172056.28,2957
202606,04206,4206. 광흥창역5번출구,일일권,,40대,2,611.68,5.52,23763.85,111
202606,05767,5767. 북위례2,일일권,M,40대,7,614.70,4.92,21227.31,324
202606,00477,477.앰배서더 호텔 주변,일일권,,30대,3,366.02,3.30,14219.92,102
202606,03559,3559.성동구민종합체육센터 앞,일일권,,20대,60,5572.11,50.24,216476.04,2226
202606,04016,4016. 노원 마들스타디움,정기권,,40대,78,3680.30,33.19,145962.16,1159
202606,01916,1916. 구로중학교앞,정기권,M,20대,49,2538.16,22.90,98607.89,1499
202606,03114,3114.충정로역 3번 출구,일일권(비회원),,30대,1,180.55,1.63,7014.34,57
202606,00974,974.연신초등학교옆 마을마당,정기권,M,60대,16,1193.50,10.76,46367.31,456
202606,00542,542. 강변역 4번출구 뒤,일일권,,40대,13,1390.64,12.54,54026.65,468
202606,04182,4182.보라매병원역 2번출구,가족권,M,~10대,2,114.89,1.03,4463.70,97
202606,02525,2525.반포쇼핑타운 2동 앞,일일권,F,50대,23,5123.31,46.18,199040.93,1296
202606,00529,529. 장한평역 8번 출구 앞,일일권,,50대,7,618.74,5.58,24038.03,187
202606,04561,4561. 양평역 1번출구,일일권,M,30대,117,8986.33,80.94,348825.44,3235
202606,02704,2704.홈플러스(강서점),정기권,F,60대,23,710.73,6.44,27612.96,235
202606,02824,2824.미래사랑어린이공원 앞,일일권,,20대,51,3855.06,34.76,153100.81,1355
202606,01118,1118. 증미역 3번출구뒤(등촌두산위브센티움오피스텔),일일권,F,30대,39,3062.87,27.62,118992.53,953
202606,01680,1680. 삼육대 제3과학관,일일권,,기타,1,19.23,0.17,747.06,8
202606,02370,2370. 한티역 3번출구,일일권,M,50대,4,223.48,2.01,8682.10,64
202606,02645,2645.잠실나들목2(엘스아파트136동),일일권,,40대,16,1418.86,12.78,55123.03,1321
202606,00255,255. 도림사거리,일일권,F,~10대,19,839.27,7.57,32605.07,281
202606,02178,2178. 서울대학교 정문,정기권,F,40대,26,9962.64,105.12,453104.83,1990
202606,00180,180. 충정로역 7번출구 아래,일일권,,30대,6,208.32,1.88,15067.63,95
202606,01321,1321. 국민은행 종암동지점 앞,일일권(비회원),,20대,2,312.46,2.81,12138.81,110
202606,04387,4387. 성수역 1번출구 주변,정기권,F,60대,1,43.76,0.39,1699.89,8
202606,00724,724. 계남공원 입구 주출입구 좌측,정기권,M,30대,28,1558.60,14.06,60551.68,461
202606,05095,5095. 원당근린공원,정기권,F,20대,180,6285.25,56.65,247499.07,2243
202606,00624,624. 전농동 동아아파트 앞,일일권,F,30대,18,2799.79,25.22,108771.17,592
202606,00771,771.목동아파트 703동 앞,가족권,M,~10대,1,11.09,0.10,430.88,8
202606,04014,4014. 불암산역 3번 출구,일일권,,20대,6,666.23,6.01,25883.07,182
202606,04383,4383. 푸조비즈타워 앞,일일권,F,50대,1,56.16,0.51,2181.91,15
202606,00180,180. 충정로역 7번출구 아래,일일권,M,40대,6,403.78,3.65,15686.66,108
202606,01193,1193. 마곡센트럴타워 1차,정기권,F,50대,71,2826.92,25.56,110282.55,1060
202606,01334,1334. 석관동주민센터 앞,정기권,M,40대,101,8328.90,75.09,323577.23,3396
202606,02108,2108. 은천치안센터,일일권,M,20대,21,1263.00,11.37,49067.24,351
202606,00780,780.신정교 하부,일일권,M,30대,89,10438.42,94.03,405532.04,3485
202606,01339,1339. 삼성전자서비스 성북센터,정기권,,60대,11,555.64,5.02,21586.02,169
202606,00241,241. 신길우성1차아파트 앞 공원,일일권,,20대,15,1545.26,13.92,60033.25,372
202606,04064,4064. 신창아파트 입구 앞,일일권,,30대,2,140.66,1.27,5464.65,38
202606,01962,1962. 가리봉동주민센터,일일권,M,40대,8,268.22,2.42,10420.41,106
202606,00289,289. 대림3동사거리,정기권,F,~10대,15,347.74,3.14,13510.24,99
202606,02384,2384. 자곡사거리,정기권,M,40대,156,9458.55,85.01,366290.76,2224
202606,00180,180. 충정로역 7번출구 아래,정기권,,기타,7,132.52,1.21,5148.22,27
202606,01002,1002. 해공공원(천호동),일일권(비회원),,40대,1,39.16,0.35,1521.19,8
202606,04847,4847. 신내역시티프라디움 앞,일일권(3시간),M,50대,1,31.08,0.28,1207.62,7
202606,01361,1361. 홍익중고 입구,일일권,F,~10대,5,388.99,3.53,15217.21,173
202606,01605,1605. 헬스케어,일일권(3시간),M,20대,1,108.25,0.98,4205.62,36
202606,00639,639. 서울시립대 후문,정기권,F,40대,13,649.03,5.85,25214.34,408
202606,01663,1663. 동해문화예술관앞,가족권(2시간),F,~10대,1,174.26,1.57,6770.00,45
202606,01291,1291. 서울체육고등학교 앞,일일권,M,50대,1,32.82,0.30,1274.94,7
202606,02535,2535.신반포역 3번출구 뒤,일일권,,20대,5,412.57,3.72,16028.64,132
202606,01025,1025. 상일초등학교,일일권(3시간),F,40대,2,894.42,8.06,34748.40,313
202606,04639,4639. 동빙고근린공원,정기권,F,40대,43,3903.62,35.16,151654.37,1221
202606,04865,4865. 한성백제역 1번출구 뒤,일일권,F,~10대,5,177.58,1.60,6898.97,64
202606,03690,3690. 강일역 4번출구,정기권,M,60대,34,1060.26,9.54,41191.79,237
202606,00181,181. 망원초록길 입구,가족권,M,~10대,1,219.04,1.97,8509.79,54
202606,01725,1725. 창1동주민센터,정기권,F,40대,11,419.01,3.78,16278.01,225
202606,04181,4181. 보라매공원역 2번출구,일일권,M,기타,1,12.44,0.11,483.35,6
202606,02356,2356. 강남구청,일일권,,60대,1,14.12,0.13,548.54,3
202606,01291,1291. 서울체육고등학교 앞,일일권,M,40대,14,1223.28,10.62,45715.53,308
202606,04868,4868. 석촌호수 서호 남단,가족권(2시간),M,~10대,1,105.79,0.95,4109.88,27
202606,00641,641. 용두역 4번출구,일일권,F,50대,5,647.04,5.83,25137.68,160
202606,02901,2901.공릉동풍림아파트 101동,일일권(비회원),,기타,3,55.39,0.51,2151.98,16
202606,04425,4425. 하늘채코오롱아파트 앞,정기권,F,60대,9,625.88,5.65,24315.36,223
202606,03548,3548.뚝섬역 6번출구,일일권(비회원),,50대,1,86.76,0.78,3370.73,32
202606,02521,2521.서초 크로바타워 앞,일일권,,기타,2,70.42,0.63,2735.71,67
202606,04829,4829. 신내동 한살림 중랑지구 건너편,일일권,M,~10대,10,556.11,5.01,21605.10,174
202606,01611,1611. 과기대 입구(우),일일권,M,기타,2,37.56,0.34,1459.01,9
202606,02389,2389. 경기여자고등학교 후문 (삼성로3길 입구),일일권,M,60대,8,1065.50,9.61,41394.30,240
202606,00676,676.FITI시험연구원 앞,일일권,M,~10대,11,810.06,7.30,31470.70,370
202606,00785,"785.양천구청, 보건소 사잇길",일일권,,20대,40,1681.37,15.15,67517.55,894
202606,01129,1129. 화곡역 1번 출구 앞,일일권,M,20대,46,3257.45,28.92,124569.38,905
202606,01528,1528. 삼각산동 주민센터,일일권,F,40대,3,223.83,2.02,8695.64,72
202606,05507,5507. 아현래미안푸르지오아파트 104동 앞,일일권,F,30대,4,276.49,2.50,10741.27,67
202606,00491,491.월드컵파크 4단지,일일권,,기타,2,263.83,2.38,10249.86,204
202606,02213,2213. 고속터미널역 5번출구 앞,일일권,M,20대,26,2300.25,20.03,86369.18,910
202606,05768,5768.방이삼거리,일일권,M,40대,77,4807.55,43.31,186612.34,1642
202606,01703,1703. 도봉산광역환승센터앞 ,정기권,M,30대,27,2620.27,23.60,101796.94,547
202606,00344,344. 성균관대 E하우스 앞,정기권,M,40대,64,5166.60,46.51,200529.40,1766
202606,00181,181. 망원초록길 입구,일일권(비회원),,50대,1,107.72,0.97,4184.82,62
202606,04226,4226. 마포프레스티지자이 1,일일권(비회원),,30대,1,41.54,0.37,1613.88,14
202606,02340,2340. 삼호물산버스정류장(23370) 옆,정기권,M,70대이상,3,151.45,1.37,5883.82,39
202606,01068,1068.명일파출소,일일권,,40대,6,215.89,1.95,8387.51,79
202606,01120,1120. 대림경동아파트앞,일일권(3시간),,30대,2,467.42,4.21,18159.26,128
202606,01737,1737. 신창시장,정기권,,40대,31,1607.64,14.49,62456.23,1510
202606,00817,817. 삼각지역 4번출구 앞,일일권,M,30대,41,3357.88,29.77,128218.15,864
202606,04137,4137. 답십리역 4번출구,일일권,F,~10대,10,577.84,5.21,22449.04,181
202606,03754,3754. 신방화역 8번출구,정기권,F,~10대,42,2182.01,19.67,84770.62,522
202606,01305,1305. 성북구청,정기권,F,~10대,4,101.40,0.92,3939.34,22
202606,01137,1137. 등촌2동주민센터,일일권,M,20대,5,142.12,1.28,5521.66,38
202606,04278,4278. 홍은2동주민센터,정기권,F,40대,38,2988.56,26.93,116105.70,788
202606,00976,976.진관고등학교앞,일일권,,20대,3,89.82,0.81,3489.52,64
202606,00960,960. 구파발역 환승센터,정기권,F,60대,10,363.61,3.54,15275.57,110
202606,04350,4350.누리숲어린이공원 앞,일일권(3시간),M,20대,4,1447.64,12.56,54141.90,350
202606,01158,1158. 가양역 8번출구,일일권(3시간),,40대,2,1995.86,17.99,77539.29,345
202606,00513,513. 뚝섬역 5번 출구 정류소 옆,일일권,,50대,4,114.55,1.04,4450.33,99
202606,02358,2358. 구룡초사거리 (현대아파트10동 앞 ),일일권,,30대,6,303.88,2.73,11805.23,223
202606,01177,1177. 수명중?고교,일일권,,30대,15,614.06,5.55,28010.29,215
202606,00515,515. 광양중학교 앞,일일권,,30대,27,1394.45,12.55,54174.21,498
202606,00519,519. 양지사거리,일일권(3시간),M,60대,1,17.30,0.16,672.16,5
202606,00946,946. 독바위역 ,일일권,F,40대,5,341.31,3.34,14383.05,181
202606,00676,676.FITI시험연구원 앞,일일권,,~10대,1,91.35,0.82,3548.83,27
202606,05752,5752. 풍납백제문화공원 옆 인근,정기권,F,30대,337,16539.05,149.05,642541.96,5895
202606,02521,2521.서초 크로바타워 앞,정기권,F,30대,60,2180.40,19.66,87106.77,973
202606,02252,2252. 잔디마을 마을버스 정류장,정기권,,70대이상,5,167.62,1.50,6512.21,63
202606,00464,464. 삼청동 골목,일일권(비회원),,20대,6,233.58,2.11,9074.31,124
202606,01148,1148. 볏골공원,정기권,,60대,8,321.41,2.90,12486.87,120
202606,03573,3573.광나루안전체험관,정기권,F,40대,48,2035.93,18.34,79094.85,1282
202606,01253,1253. 오금역 3번 출구 뒤,정기권,,50대,8,373.82,3.23,15258.24,130
202606,01338,1338. 용문2교 옆,일일권,F,30대,27,2204.33,20.00,86186.40,674
202606,05764,5764. 한국체육대학교,일일권,,기타,10,339.15,3.05,13175.61,171
202606,01250,1250.문정2동 주민센터,일일권(3시간),F,30대,1,524.40,4.73,20373.14,119
202606,01188,1188. 롯데중앙연구소,정기권,,30대,46,1321.08,11.94,53307.40,767
202606,00583,583. 청계천 생태교실 앞,정기권,M,50대,564,91128.27,820.50,3541930.74,21055
202606,01291,1291. 서울체육고등학교 앞,정기권,M,60대,10,1074.59,9.69,41747.71,345
202606,00182,182. 망원2빗물펌프장 앞,일일권,M,40대,4,332.80,3.00,12929.23,139
202606,00654,654. 전농동 텃골공원,일일권,F,50대,3,184.78,1.67,7178.65,78
202606,00706,706. 신정네거리역,일일권(비회원),,50대,2,27.72,0.25,1076.95,15
202606,00272,272. 당산육갑문,정기권,M,60대,115,17976.50,162.07,698390.01,5889
202606,03007,3007.MBC 앞,정기권,F,20대,49,2785.11,25.12,108200.61,1346
202606,01851,1851. 가산디지털단지 9번출구 인근,정기권,,50대,85,5505.21,49.62,213876.57,1722
202606,01639,1639. 희성오피앙,일일권,M,~10대,39,1492.30,13.46,57976.50,479
202606,04370,4370. 성동교 사거리,정기권,,70대이상,2,12.23,0.11,475.49,3
202606,03102,3102. 연희삼거리,정기권,M,~10대,3,133.69,1.30,5626.68,65
202606,04351,4351.서울AI허브 앞,일일권,F,30대,6,671.75,6.06,26097.28,377
202606,04641,4641. 아메리칸센터,일일권,F,30대,13,497.43,4.48,19325.98,227
202606,02383,2383. 보금자리정원,정기권,M,40대,22,1225.14,11.01,47383.41,304
202606,02266,2266. 서초역 3번출구,정기권,F,~10대,1,18.84,0.17,731.93,8
202606,03531,3531. 논골사거리(금호도서관 입구),일일권,M,40대,1,46.75,0.42,1816.20,16
202606,00520,520. 상왕십리역 4번 출구 앞,정기권,M,50대,59,3877.85,34.99,150653.98,1488
202606,04892,4892. 성내유수지 체육공원,일일권,,50대,1,50.45,0.45,1960.00,9
202606,00320,320. 을지로입구역 4번출구 앞,일일권(비회원),,40대,2,111.36,1.00,4326.48,85
202606,02641,2641.송파역 4번출구,정기권,M,20대,187,9639.30,86.03,383313.55,3636
202606,02065,2065. 서울시여성가족재단,정기권,F,40대,11,849.15,7.94,34203.57,471
202606,02048,2048. 삼일초등학교 인근,정기권,F,60대,1,29.85,0.27,1159.57,7
202606,04527,4527. 목동신시가지아파트6단지,일일권(3시간),F,40대,1,242.56,2.19,9423.29,187
202606,01992,1992. 구로구배드민턴실내체육관 앞,일일권,M,60대,1,23.94,0.22,930.00,41
202606,04944,4944.젠빌딩,정기권,,20대,12,739.87,6.68,28743.91,253
202606,00985,985. 은평세무서 버스정류장(은평구청 방면),정기권,,20대,43,1994.56,17.97,78936.39,1204
202606,01630,1630. 수연빌딩 앞,정기권,,30대,40,1476.74,13.35,57600.30,603
202606,04672,4672. 준빌딩 앞,일일권,M,40대,1,20.66,0.19,802.67,9
202606,00519,519. 양지사거리,정기권,,50대,21,1163.42,10.51,45198.67,408
202606,00182,182. 망원2빗물펌프장 앞,정기권,M,60대,28,4825.93,43.48,187487.08,1599
202606,04887,4887. 호돌이상가,정기권,M,~10대,24,600.75,5.43,26569.33,246
202606,01124,1124. 발산역 6번 출구 뒤,정기권,F,60대,98,4634.09,41.81,180271.12,4145
202606,01756,1756.서울북부광역등기국,가족권(2시간),F,~10대,1,186.09,1.68,7229.69,144
202606,04940,4940.한강버스 압구정 선착장,일일권(비회원),,40대,6,811.63,7.31,31531.47,273
202606,04457,4457. 아산병원 기숙사 부근,정기권,F,20대,696,35951.21,324.53,1404612.80,10994
202606,00183,183. 하늘채코오롱아파트 건너편,가족권(2시간),F,~10대,1,551.80,4.97,21437.62,113
202606,03930,3930. 온수역 2번 출구 앞,일일권(3시간),,기타,1,587.23,5.29,22813.90,129
202606,02259,2259. 잠원역 3번-4번 출구사이 ,정기권,M,60대,50,2830.40,25.53,109961.20,1255
202606,00749,749. 이대목동병원보도육교,일일권(3시간),,30대,1,63.85,0.58,2480.74,126
202606,03760,3760. 발산역 8번 출구,일일권,F,60대,1,65.33,0.59,2538.13,16
202606,00737,737. 장수공원,정기권,F,30대,17,468.65,4.22,18206.29,167
202606,01473,1473.중랑역 1번 출구(중화문화복지센터),정기권,,70대이상,3,102.18,0.93,3969.85,61
202606,04497,4497. 아시아선수촌아파트 교차로,일일권(비회원),,40대,1,53.80,0.48,2090.00,33
202606,00183,183. 하늘채코오롱아파트 건너편,일일권,F,30대,57,4262.15,38.41,165585.37,1387
202606,00334,334. 종로3가역 2번출구 뒤,일일권(비회원),,40대,1,38.79,0.35,1507.11,22
202606,01297,1297. 석촌호수교차로(동호 팔각정 앞),정기권,F,30대,329,14031.51,126.40,546380.45,6346
202606,01203,1203. 밀리아나2빌딩 앞,정기권,,40대,36,3874.63,34.92,150528.63,1238
202606,02910,2910.도깨비시장,정기권,F,50대,66,3457.53,31.14,134324.90,1175
202606,00183,183. 하늘채코오롱아파트 건너편,일일권,M,30대,60,4950.29,44.62,192779.52,1682
202606,02219,"2219. 고속터미널역 8-1번, 8-2번 출구 사이",일일권,,60대,3,470.37,4.24,18273.90,146
202606,04573,4573. 두산위브아파트,일일권,M,30대,19,1388.23,12.49,53841.95,509
202606,02007,2007. 유한양행앞,정기권,,60대,1,14.07,0.13,546.51,2
202606,01346,1346. 길음8골어린이공원 옆,정기권,,기타,6,52.34,0.59,2552.78,18
202606,00295,295.영등포공원 분수대 앞,일일권(비회원),,기타,3,369.09,3.33,14339.19,89
202606,04515,4515. 동문굿모닝탑,정기권,M,60대,76,2207.16,19.84,85558.72,748
202606,02247,2247.섬들근린공원,정기권,M,60대,41,2238.81,20.17,86977.89,438
202606,00420,420. 서울시 공공자전거 상암센터,가족권(2시간),M,~10대,8,769.49,6.95,29894.52,705
202606,03908,3908. 오류동 다숲오피스텔 앞,정기권,,30대,37,1452.66,13.12,56435.68,858
202606,03566,3566.우성4차아파트,일일권,F,40대,5,309.94,2.79,12041.19,106
202606,01914,1914. 대림역4번출구,정기권,F,50대,84,9529.35,86.00,370690.41,2318
202606,02744,2744.강서세무서 앞,정기권,M,70대이상,3,72.50,0.65,2816.59,23
202606,01925,1925. 동양미래대학교 정문 옆,일일권,,기타,36,4358.00,39.90,172038.55,1211
202606,04138,4138. 조일빌딩 앞,일일권,M,20대,27,2407.80,21.72,93542.66,1405
202606,00183,183. 하늘채코오롱아파트 건너편,일일권(비회원),,기타,37,2576.13,23.22,102222.82,791
202606,04620,4620. 삼각지역 14번 출구 앞(교통섬),일일권,,20대,30,1899.63,17.14,73800.85,599
202606,06058,6058. 시청역 2번출구,정기권,M,60대,89,5184.00,46.70,201398.48,2462
202606,03757,3757. 신방화역 6번출구,일일권,,40대,6,167.98,1.52,6525.59,56
202606,05859,5859. 여의도 삼부아파트,일일권(3시간),,20대,1,443.66,4.00,17236.21,199
202606,00825,825. 서빙고동 주민센터 앞,정기권,,50대,87,9630.51,86.77,374144.96,2625
202606,01075,1075.천동초교 삼거리,정기권,M,~10대,58,3259.20,29.35,126620.47,847
202606,00587,587. 유니베라 앞,정기권,,40대,85,10659.24,96.09,414109.71,2847
202606,02259,2259. 잠원역 3번-4번 출구사이 ,가족권(2시간),M,~10대,2,536.05,4.83,20825.88,227
202606,04481,4481. 올림픽공원 북2문 B,일일권(비회원),,~10대,1,34.13,0.31,1326.02,10
202606,02644,2644. 성내5교,정기권,M,70대이상,4,63.12,0.57,2452.44,23
202606,04619,4619. 한강트럼프월드3차 앞,일일권,M,~10대,42,3739.86,32.20,139017.04,859
202606,04760,4760. 서울역 7번출구,정기권,,30대,4,660.16,5.95,25647.48,153
202606,01808,1808. 에이스하이엔드타워8차 앞,일일권,,20대,9,587.98,5.30,22842.67,225
202606,04348,4348. 사당역 1번출구,정기권,F,50대,4,255.63,2.31,9931.46,66
202606,04765,4765. 동대문디자인플라자,일일권,F,30대,32,1568.80,14.15,60948.49,792
202606,00183,183. 하늘채코오롱아파트 건너편,정기권,M,30대,461,19836.78,175.59,760340.16,7398
202606,02174,2174. 삼성디지털프라자관악점,정기권,M,60대,9,457.44,4.11,17771.76,396
202606,01467,1467.sk신내 주유소앞(용마산로),일일권,F,20대,3,190.82,1.73,7413.11,107
202606,04266,4266.국민연금공단충정로사옥,정기권,,40대,24,1032.10,9.31,40097.64,412
202606,02077,2077.노들역 3번출구,일일권(3시간),F,30대,2,365.70,3.30,14207.61,238
202606,02525,2525.반포쇼핑타운 2동 앞,가족권,,~10대,4,492.99,4.45,19152.57,163
202606,03425,3425.광화문 풍림스페이스본 1단지앞,정기권,F,50대,25,1361.64,12.29,56160.82,577
202606,04583,4583. 의정관,일일권,M,60대,3,517.61,4.67,20109.48,137
202606,03648,3648. 구룡역 4번 출구,정기권,F,~10대,4,325.81,2.95,12657.58,83
202606,00558,558. 성동광진 교육지원청 앞,정기권,,60대,10,572.53,5.16,22242.77,217
202606,00184,184.망원우체국사거리 인근,일일권,,30대,54,4377.19,39.48,170052.42,1314
202606,01986,1986. 태평양물산,정기권,F,30대,292,21723.88,195.74,846947.03,5754
202606,03922,3922. 서울남부교정시설 앞,정기권,,40대,41,1650.44,14.87,64119.69,391
202606,03940,3940.삼각어린이공원 앞,정기권,M,~10대,27,528.44,4.78,20530.41,146
202606,03642,3642. 강남자곡힐스테이트,일일권,,50대,3,604.44,5.45,23482.21,133
202606,04016,4016. 노원 마들스타디움,일일권,M,50대,6,358.35,3.23,13921.55,130
202606,01061,1061. 천호초교 입구 사거리(일주빌딩),일일권,,기타,9,836.42,7.55,32495.26,200
202606,04863,4863. 잠실나들목5,정기권,M,50대,43,3862.51,34.85,150058.14,956
202606,04871,4871. 오금동 대림아파트 정문,정기권,,40대,29,1731.69,15.61,68200.88,446
202606,04653,4653. 불광역 9번 출구 맞은편,정기권,M,30대,75,5193.30,46.84,203867.26,2317
202606,04794,4794. 서울역 서부교차로(3),정기권,M,70대이상,5,172.31,1.56,6694.53,94
202606,01003,1003. 해공도서관앞,정기권,F,50대,9,751.08,6.76,29179.52,317
202606,04032,4032. 불암주유소 앞,정기권,F,30대,36,2873.58,25.91,111639.30,941
202606,00184,184.망원우체국사거리 인근,일일권,M,30대,108,6822.56,61.26,275043.12,2348
202606,02059,2059. 보라매공원 정문,일일권,F,20대,43,4420.81,39.83,171750.21,1204
202606,02009,2009. 보라매역 8번출구,정기권,F,30대,23,1393.97,12.49,53922.21,498
202606,04840,4840. 서울시 북부병원 앞,정기권,M,~10대,90,4216.09,37.96,163795.90,1646
202606,03575,3575. 자양사거리(서원빌딩),정기권,F,20대,365,14521.28,131.03,567493.89,4983
202606,03531,3531. 논골사거리(금호도서관 입구),일일권,M,30대,9,915.96,8.24,35503.09,254
202606,00806,806. 전자랜드 본관 앞,일일권(비회원),,기타,13,667.05,6.00,25914.74,287
202606,01429,1429. 장안중학교,정기권,F,60대,14,510.40,4.59,19828.96,204
202606,00184,184.망원우체국사거리 인근,일일권(3시간),F,30대,1,38.21,0.34,1484.46,9
202606,02709,2709.강변아파트 310동 앞,일일권,,20대,21,2058.11,18.53,79958.40,569
202606,02281,2281. 서울교통공사 사당별관 건너편,정기권,,40대,17,574.11,5.17,22304.44,159
202606,00754,754. 목동1단지아파트 118동 앞,일일권(3시간),M,40대,2,868.14,7.83,33727.35,336
202606,03606,3606. 신사동주민센터 옆,일일권,,20대,24,2966.24,26.74,115238.61,881
202606,04809,"4809. 동성1,2차 아파트 앞",가족권,F,~10대,1,48.65,0.44,1890.00,17
202606,00403,403. 부엉이공원 앞,정기권,M,20대,61,1275.13,11.51,49538.87,331
202606,01001,1001. 광진교 남단 사거리(천호공원 방면),가족권,F,~10대,1,165.45,1.49,6427.58,66
202606,02110,2110. 조원동 미성아파트,일일권,F,20대,25,2946.97,26.55,114489.63,867
202606,01987,1987. 개봉아이파크아파트 앞,일일권(비회원 3시간),,기타,1,555.43,5.01,21578.44,203
202606,00797,797.목동아파트 1422동 1434동 사잇길,일일권(3시간),,기타,3,955.25,8.61,37111.54,243
202606,00942,942. 상림마을 생태공원,정기권,,30대,24,588.52,5.29,22863.78,122
202606,02621,2621. 한성백제역 2번 출구,정기권,,40대,127,5929.12,53.49,233551.89,3490
202606,06178,6178. 마스터밸류에이스 지식산업센터,정기권,M,30대,96,6903.92,55.79,240438.26,2073
202606,00402,402. 상암월드컵파크 9단지 앞,일일권,M,40대,6,442.55,4.00,17193.20,155
202606,04752,4752. 삼성사이버빌리지아파트,정기권,,30대,44,2406.62,21.67,97590.14,1930
202606,01068,1068.명일파출소,정기권,M,20대,95,5949.56,53.58,231142.14,2016
202606,04212,4212. 한화오벨리스크 앞,정기권,F,60대,19,1236.70,11.18,48045.83,384
202606,00184,184.망원우체국사거리 인근,정기권,F,40대,139,8833.92,79.65,347323.96,3840
202606,04761,4761. 중부경찰서앞사거리 건너편,일일권,M,40대,1,40.34,0.36,1567.03,26
202606,01282,1282. 송파소방서 맞은편(성내4교),정기권,M,40대,149,10900.17,98.29,430105.42,3460
202606,01849,1849. 대륭포스트타워5차,정기권,,20대,36,1222.80,11.02,47506.66,333
202606,00621,621. 전농초등학교 건너편,일일권,M,40대,9,364.62,3.27,14165.62,150
202606,00592,592. 건국대학교 학생회관,일일권,,기타,21,1275.73,11.51,49561.51,359
202606,04938,4938.LH수서2단지 201동 앞,가족권,,~10대,1,37.32,0.34,1450.00,12
202606,00506,506. 금호 어울림 아파트 앞,정기권,M,기타,1,205.76,1.85,7993.83,37
202606,03559,3559.성동구민종합체육센터 앞,일일권,,30대,46,5106.64,46.02,198393.12,1787
202606,01705,1705. 도봉구청 정문앞,일일권,M,30대,27,2271.12,20.45,88232.84,601
202606,06188,6188.금호아파트,일일권(비회원),,~10대,3,101.28,0.91,3934.51,36
202606,01715,1715. 서울특별시교육청도봉도서관,일일권,M,기타,1,24.31,0.22,944.60,4
202606,02334,2334. 삼호아파트 2동 ( 간선도로),정기권,F,50대,4,386.68,3.48,15022.51,157
202606,00445,445.대한상공회의소,일일권(3시간),M,20대,1,465.76,3.64,15682.10,75
202606,03201,3201.당산skv1센터,일일권(비회원),,20대,8,274.53,2.46,10665.64,157
202606,04317,4317. 양재근린공원,정기권,F,~10대,1,2.86,0.03,111.30,7
202606,04561,4561. 양평역 1번출구,일일권,,50대,2,351.96,3.17,13673.63,68
202606,02148,2148. 낙성대역 3번출구 뒤,일일권,F,40대,6,290.37,2.62,11280.88,105
202606,05067,5067. 주원 리젠트 앞,정기권,,20대,31,888.02,8.03,34552.92,395
202606,00381,381. 장충체육관,일일권,,기타,1,62.06,0.56,2411.03,39
202606,02426,2426.강남한신휴플러스 6단지,정기권,,기타,35,900.62,8.27,35590.08,510
202606,04222,4222. 서울디자인고등학교 앞,정기권,M,60대,21,1073.57,9.66,41709.13,343
202606,00245,245. 삼성생명 당산사옥 앞,정기권,F,30대,333,10544.83,94.92,412624.81,4399
202606,05052,5052. 마곡역 7번출구,정기권,M,40대,678,15778.62,141.99,615005.87,6209
202606,01275,1275. 거여초등학교 옆,일일권(비회원),,60대,1,56.59,0.51,2198.60,20
202606,04965,4965.고덕비즈밸리 쿠쿠강동빌딩,정기권,,20대,72,4263.39,38.42,165632.42,1342
202606,00416,416. 상암월드컵파크 1단지 교차로,일일권,,30대,12,877.61,7.92,34094.81,269
202606,05086,5086. 가양테크노타운,일일권(3시간),M,40대,2,443.41,4.00,17226.45,157
202606,01996,1996. 구일역 1번 출입구 앞,정기권,M,40대,199,19074.60,170.95,742000.49,4377
202606,01171,1171. 염창동 새마을금고 건너편,정기권,F,30대,56,1900.30,17.14,73824.39,825
202606,00430,430. 장충동먹자골목 앞,정기권,M,70대이상,2,38.79,0.35,1506.86,7
202606,02721,2721.등촌1-10단지 교차로,일일권,M,40대,18,864.21,7.80,33574.49,233
