대여일자,대여소번호,대여소명,대여구분코드,성별,연령대코드,이용건수,운동량,탄소량,이동거리(M),이용시간(분)
202606,04238,4238. 상암한샘빌딩앞,정기권,M,60대,19,1736.66,15.65,67470.53,491
202606,04678,4678. 백련산로 녹번센트레빌 ,정기권,,40대,66,3388.04,30.52,131626.66,1625
202606,03623,3623. 일원에코파크 앞(개포로 방면),일일권,M,20대,24,4462.37,40.23,173363.10,846
202606,02550,2550.양재동 꽃시장 건너편,정기권,M,40대,116,7533.80,67.90,292689.07,2667
202606,03807,3807. 관악우체국 교차로,정기권,,30대,16,578.62,5.21,22479.71,467
202606,05777,5777. 호반써밋12단지,정기권,,60대,7,800.07,7.20,31082.62,198
202606,00431,431. 청계천 영도교,일일권,F,50대,6,735.31,6.77,29170.33,183
202606,06185,6185.가양나들목,정기권,F,~10대,13,723.38,6.54,28103.92,154
202606,05886,5886.신풍역 2번출구,정기권,,50대,29,1472.65,13.29,59318.66,958
202606,00971,971. 역촌 센트레빌 아파트,정기권,,기타,39,931.83,8.41,36200.90,264
202606,00617,617. 청솔우성아파트 앞,일일권,M,~10대,12,935.84,8.44,36358.54,292
202606,03214,3214.영등포 푸르지오 아파트 A,일일권,F,60대,1,24.30,0.22,943.94,6
202606,04113,4113. 한국국방연구원 앞,정기권,M,40대,124,11221.31,100.77,436664.09,4111
202606,02333,2333. 양재역 3번출구 주변,일일권,M,30대,32,2296.89,20.53,88556.32,640
202606,01775,1775.신원리베르텔 앞,일일권,M,~10대,25,808.00,7.30,31389.72,212
202606,02331,2331. 동영문화센터앞,정기권,,40대,8,333.77,3.00,12967.44,208
202606,02212,2212.서초현대4차아파트 201동 맞은편,일일권,,기타,1,193.37,1.74,7512.53,95
202606,04711,4711. 올림픽기념 국민생활관 로터리,일일권,,30대,6,762.56,6.86,29626.06,202
202606,05308,5308. 상계신동아아파트,정기권,F,~10대,2,150.21,1.36,5835.63,23
202606,00965,965. 서울특별시 은평병원,정기권,,기타,1,23.24,0.21,902.74,12
202606,04208,4208. 스타벅스(동교동) 앞,정기권,F,~10대,4,203.74,2.13,9151.29,60
202606,02392,2392. 구룡산 입구 (구룡산 서울둘레길 입구),정기권,F,60대,1,162.28,1.46,6304.45,87
202606,01265,1265. 문정동 근린공원,일일권,,20대,27,1777.03,16.00,72008.47,801
202606,00729,729. 서부식자재마트 건너편,일일권,,40대,4,204.04,1.84,7927.05,99
202606,03009,3009. 홍대입구역 사거리,일일권,M,기타,1,83.20,0.75,3232.23,60
202606,00584,584. 광진광장 교통섬,일일권(비회원),,~10대,1,,,6782.00,40
202606,01381,1381.석계역 4번출구 뒤,일일권,,40대,8,908.43,8.19,35293.14,259
202606,00339,339. 종로4가 사거리,정기권,M,70대이상,19,764.15,6.91,29687.31,240
202606,05870,5870. LG트윈타워 앞,가족권(2시간),F,~10대,9,1932.08,17.40,75061.26,826
202606,02276,2276. 영동1교 (양재천근린공원),정기권,F,30대,109,8997.53,81.45,351131.84,2758
202606,00259,259. 대방역6번출구,일일권(3시간),F,~10대,1,331.79,2.99,12890.00,183
202606,01846,1846. 롯데캐슬골드파크1차 동문,정기권,M,60대,58,5404.15,48.70,212528.63,1297
202606,00819,819. 선린인터넷 고등학교,정기권,M,~10대,11,413.89,3.74,16080.18,161
202606,01128,1128. 화곡역 6번출구,일일권(비회원),,20대,4,750.42,6.77,29153.46,188
202606,01240,1240. 문정 법조단지4,일일권,M,20대,15,1209.90,10.90,47005.22,310
202606,05773,5773. 송파시그니처롯데캐슬,일일권,F,20대,7,1448.36,13.06,80936.72,381
202606,01754,1754. 창동시장입구 사거리,정기권,M,~10대,14,587.64,5.30,22829.84,153
202606,02333,2333. 양재역 3번출구 주변,정기권,F,기타,1,18.60,0.17,722.57,7
202606,00268,268. 그랜드컨벤션센터 앞,정기권,F,30대,271,10071.35,90.71,391274.60,4092
202606,03573,3573.광나루안전체험관,정기권,F,50대,21,974.95,8.80,37876.45,351
202606,02525,2525.반포쇼핑타운 2동 앞,일일권,M,기타,2,178.12,1.61,6919.84,149
202606,01518,1518. 수유2동은행빌딩 앞,일일권,,50대,1,174.17,1.57,6766.44,27
202606,01707,1707. 도봉구민회관,일일권(3시간),,50대,1,377.78,3.40,14676.65,130
202606,01425,1425. 신성미소지움아파트,정기권,F,50대,33,1869.03,16.84,72611.10,651
202606,01540,1540. 가오리역,일일권,M,30대,13,1339.89,12.07,52054.38,297
202606,02810,2810.항동지구 3단지 311동 앞,정기권,F,50대,6,119.78,1.08,4652.84,93
202606,01705,1705. 도봉구청 정문앞,일일권,,50대,6,669.81,6.05,26022.05,193
202606,01287,1287. 위례아이파크 101동 맞은편,일일권,F,~10대,4,334.21,3.01,12984.23,98
202606,04923,4923.수협대치동지점,정기권,,30대,23,1802.41,16.24,70023.69,857
202606,03806,3806. 낙성대 교수아파트,정기권,,40대,12,532.04,4.80,20669.87,319
202606,00933,933. 역촌종합시장 버스정류장(예일여고 방면),일일권(비회원),,40대,1,,,4642.00,50
202606,01020,1020. 강동경찰서,일일권(3시간),M,30대,3,287.67,2.59,11176.02,201
202606,02205,2205. 내곡3단지 어린이공원 앞,정기권,,40대,31,3251.56,29.35,126322.67,536
202606,05320,5320. 국제 스케이트장,일일권,M,20대,5,240.61,2.17,9347.40,77
202606,01850,1850. 코오롱테크노밸리,정기권,F,20대,28,1737.43,15.65,67499.27,573
202606,00123,123. 문화촌 공원,정기권,,50대,111,11474.62,103.43,445788.91,2685
202606,00123,123. 문화촌 공원,정기권,,60대,33,2927.19,26.38,113722.39,1229
202606,00424,424. 롯데하이마트 (상암월드컵점) ,일일권,M,~10대,5,386.89,3.48,15030.53,88
202606,04518,4518. 청기와빌딩,정기권,F,50대,60,2586.50,23.31,100486.65,1246
202606,00123,123. 문화촌 공원,정기권,F,20대,78,12055.98,108.65,468375.30,3010
202606,00123,123. 문화촌 공원,정기권,F,30대,97,16394.48,147.62,636342.41,3722
202606,00574,574. 아차산역4번출구,정기권,,기타,53,3044.98,27.45,118297.76,742
202606,02215,2215. 반포종합운동장 입구,정기권,F,30대,24,1616.31,14.58,62793.74,431
202606,01806,1806. 에이스하이엔드타워9차 앞,정기권,,70대이상,1,83.22,0.75,3233.01,24
202606,02032,2032. 이수역 11번출구쪽,일일권,,40대,4,223.54,2.02,8684.06,59
202606,00123,123. 문화촌 공원,정기권,F,~10대,10,1040.70,9.38,40431.33,205
202606,02230,2230.이수역 4번 출구,일일권,,40대,8,413.37,3.73,16059.68,138
202606,04617,4617. 동원베네스트 건너편,일일권,,40대,3,47.76,0.43,1855.84,32
202606,01232,1232. 잠실주공 521동 건너편,일일권,F,40대,38,1491.76,13.62,61127.82,695
202606,01020,1020. 강동경찰서,일일권(3시간),,30대,1,247.11,2.23,9600.39,164
202606,02108,2108. 은천치안센터,정기권,F,40대,46,1850.68,16.69,71899.15,765
202606,03984,3984. 가산롯데아이티캐슬,일일권,M,30대,51,4094.31,36.89,159064.26,1112
202606,03212,3212.신풍역 6번출구,정기권,M,70대이상,1,39.95,0.36,1552.23,56
202606,00420,420. 서울시 공공자전거 상암센터,정기권,F,50대,38,5370.01,48.66,209708.53,1493
202606,03542,3542. 래미안 구의파크 스위트,일일권,,60대,3,82.12,0.74,3190.36,25
202606,04499,4499. 세양청마루 101동 앞,정기권,F,60대,8,438.28,3.99,17162.17,201
202606,05503,5503. 마포아트센터 앞,일일권,F,20대,19,1315.48,11.84,51107.58,492
202606,05870,5870. LG트윈타워 앞,일일권(비회원),,30대,1,57.14,0.52,2220.00,13
202606,00489,489.구룡근린공원,정기권,F,20대,62,1465.38,13.21,56930.51,476
202606,04815,4815. 중랑데시앙플렉스 앞,정기권,M,20대,25,1460.83,13.17,56753.12,356
202606,00502,502. 자양(뚝섬한강공원)역 1번출구 앞,일일권,F,50대,34,4171.04,38.33,165276.00,1339
202606,01849,1849. 대륭포스트타워5차,일일권,F,50대,1,43.25,0.39,1680.22,50
202606,05751,5751. 송파여성축구장,일일권(3시간),M,30대,1,86.24,0.78,3350.53,17
202606,00736,736. 오솔길공원,정기권,M,50대,131,11547.54,104.05,448624.52,2835
202606,04088,4088. 김근태도서관,정기권,M,~10대,3,191.62,1.73,7444.57,38
202606,06062,6062.서울역파출소,일일권,F,20대,18,1484.91,13.58,61140.75,504
202606,01542,1542. 삼양사거리역,일일권,M,~10대,14,718.00,6.11,26292.82,265
202606,04206,4206. 광흥창역5번출구,일일권,F,40대,6,925.59,8.35,35959.11,238
202606,00641,641. 용두역 4번출구,정기권,,40대,74,5115.69,46.07,198745.65,1358
202606,03797,3797. 마곡수명산파크7단지 710동 앞,일일권,M,50대,2,72.98,0.66,2835.05,17
202606,02164,2164. 관악우체국,정기권,F,20대,70,5955.84,53.97,232500.76,1548
202606,01326,1326. 상월곡역 1번출구,일일권,M,40대,1,135.97,1.23,5282.60,33
202606,01528,1528. 삼각산동 주민센터,일일권,,20대,10,305.78,2.74,11879.34,183
202606,02621,2621. 한성백제역 2번 출구,일일권(비회원),,30대,7,364.38,3.28,14156.56,295
202606,00124,124. 서강대 정문 건너편,일일권(비회원),,40대,3,124.32,1.13,4829.73,65
202606,02373,2373. 개포동역 사거리,일일권,,기타,4,356.95,3.21,13867.75,156
202606,00605,605. 신설동역8번출구,정기권,M,~10대,7,182.83,1.65,7102.86,43
202606,04175,4175. 대방역2번출구,정기권,F,70대이상,1,44.36,0.40,1723.55,118
202606,00391,391. 시립미술관,일일권(비회원),,20대,1,29.34,0.26,1140.00,9
202606,01951,1951. 천왕이펜하우스 4단지 후문,정기권,,30대,3,116.41,1.05,4522.71,28
202606,01388,1388. 돈암초교입구 버스정류장(한성대입구역 방면),일일권,F,20대,25,1600.69,14.58,62981.94,555
202606,03766,3766. 강서문화센터,정기권,M,~10대,25,1100.70,9.95,42761.83,273
202606,01306,1306. 한성대입구역2번출구,일일권,M,60대,2,126.31,1.14,4907.32,45
202606,02303,2303. 논현역 10번출구,정기권,,60대,13,261.37,2.35,10153.56,73
202606,01833,1833. 독산역 1번출구 A,정기권,M,40대,88,3070.58,27.69,122997.47,1209
202606,01137,1137. 등촌2동주민센터,정기권,,30대,53,3058.63,27.53,118827.76,1094
202606,00297,297.국회3문,정기권,,40대,9,923.46,8.32,35876.29,185
202606,01530,1530. 광산사거리,일일권,M,기타,4,84.90,0.77,3298.29,28
202606,00621,621. 전농초등학교 건너편,일일권,,20대,11,662.69,5.99,25746.05,222
202606,03220,3220.래미안에스티움 앞 (신풍로),일일권(3시간),F,20대,1,92.03,0.83,3575.20,164
202606,04117,4117. 휘경119안전센터 앞,정기권,M,50대,17,2610.60,23.51,101325.56,451
202606,06180,6180.양천향교역 3번출구,정기권,M,70대이상,1,7.30,0.07,283.77,3
202606,03774,3774. 마곡9단지 910동 상가앞,일일권,,50대,3,110.20,0.99,4281.14,57
202606,02740,2740.마곡레포츠센터,정기권,,30대,212,7930.28,71.47,308090.70,2244
202606,02172,2172. 나들목공원,일일권,F,20대,15,1316.26,11.85,51136.72,533
202606,04002,4002. 상계주공 14단지 상가 앞,일일권,M,30대,18,828.86,7.46,32200.54,286
202606,02337,2337. 대모산입구역 2번출구 앞,일일권,,50대,1,64.23,0.58,2495.36,26
202606,02720,2720.힐스테이트에코,정기권,F,20대,364,10162.49,91.69,397520.20,4233
202606,02542,2542.신논현타워 앞,일일권,F,30대,13,830.55,7.48,32266.80,364
202606,00339,339. 종로4가 사거리,정기권,,50대,50,2263.74,20.37,87946.87,783
202606,05853,5853. 여의도역2번출구 앞,일일권,,20대,15,1537.23,13.85,59721.11,423
202606,06176,6176. 유광사 여성병원 앞,정기권,F,40대,108,6394.99,57.64,248444.49,2233
202606,04267,4267. 서대문역 2번 출구,정기권,F,30대,32,2066.63,18.20,78419.31,617
202606,04589,4589. KRX한국거래소(1),일일권(비회원),,기타,4,303.17,2.74,11778.10,115
202606,01998,1998. 고척교 교차로,정기권,F,70대이상,1,194.51,1.75,7556.85,53
202606,04918,4918. 매봉역 1번출구,일일권,,50대,1,59.97,0.54,2330.00,24
202606,00864,864.순천향대학병원(한남오거리),일일권(3시간),,20대,1,326.96,2.95,12702.24,68
202606,01821,1821. 홈플러스 시흥점 맞은편 다비치안경 앞,정기권,M,~10대,8,601.59,5.48,23683.72,137
202606,01569,1569.수유역2번출구,일일권,,50대,2,68.04,0.61,2643.20,20
202606,01061,1061. 천호초교 입구 사거리(일주빌딩),일일권,M,40대,7,553.59,4.81,20674.98,129
202606,00126,126. 서강대 후문 옆,일일권,M,50대,1,16.22,0.15,630.20,5
202606,05318,5318. 극동의 푸른별 아파트 뒤(중계4동주민센터 앞),일일권,M,~10대,39,1913.69,17.18,74001.95,711
202606,03967,3967. 혜명양로원 담장 옆(2),일일권,F,50대,3,124.22,1.12,4826.16,88
202606,01474,1474.서울중랑우체국,일일권,,기타,2,171.71,1.55,6671.19,50
202606,00902,902. 진관동 은빛초등학교,정기권,,40대,8,164.40,1.48,6387.31,55
202606,02630,2630.서울방이동 고분군,정기권,,~10대,3,277.90,2.50,10796.26,76
202606,01121,1121. 가양레포츠센터 앞,정기권,,30대,143,9195.78,82.85,357256.47,3594
202606,05859,5859. 여의도 삼부아파트,일일권(비회원),,20대,1,22.90,0.21,889.69,12
202606,00251,251. 서울지방병무청 버스정류장,정기권,,70대이상,1,22.05,0.20,856.70,12
202606,01375,1375. 생명의 전화 종합복지관 앞 교차로,일일권,F,60대,7,120.20,1.10,4669.20,109
202606,02310,2310. 청담동 맥도날드 옆(위치),일일권,,30대,10,1935.17,17.43,75181.16,622
202606,00849,849. 삼각지 자이아파트,일일권,,20대,31,3380.61,30.45,131337.08,1042
202606,02716,2716.롯데 R&D 센터,정기권,,50대,5,282.28,2.54,10966.60,46
202606,00126,126. 서강대 후문 옆,정기권,F,20대,59,3343.97,30.32,132356.88,927
202606,00758,758. 한사랑교회 앞,정기권,F,40대,131,6056.33,54.57,235396.48,2622
202606,00299,299.여의도 순복음교회,일일권(3시간),M,30대,1,324.67,2.93,12613.41,141
202606,02069,2069. 숭실대 입구역3번 출구 앞,일일권,M,40대,2,145.54,1.27,5463.45,74
202606,00465,465. 삼청공원 앞,정기권,M,30대,11,686.53,6.20,26671.64,164
202606,01974,1974. 신도림2차e편한세상아파트 203동 앞,일일권,M,20대,57,4014.08,36.17,155947.40,1205
202606,03134,3134.SK리쳄블(서울아리수본부),일일권,M,50대,2,60.32,0.54,2343.70,66
202606,04509,4509. 서울영상고교 입구,일일권,F,60대,3,129.79,1.17,5042.46,36
202606,00126,126. 서강대 후문 옆,정기권,M,40대,36,1259.53,11.36,48932.59,629
202606,00510,510. 뚝도아리수정수센터 버스정류소 옆,가족권,M,~10대,3,536.20,4.83,20831.27,212
202606,04221,4221. 솔리스타오피스텔(공덕동주민센터),정기권,,20대,78,2566.29,23.17,99699.28,774
202606,00468,468.웨스틴 조선호텔,일일권(비회원),,~10대,1,271.59,2.45,10551.32,57
202606,01293,1293. 석촌호수 서호 사거리,정기권,F,30대,376,17934.53,161.63,696909.39,8621
202606,04940,4940.한강버스 압구정 선착장,일일권(비회원),,50대,9,1625.36,14.65,63145.13,273
202606,04246,4246. 상수역새마을금고,정기권,M,40대,60,8128.85,73.27,315807.28,1760
202606,04247,4247. 서울서부지방법원등기국앞,정기권,M,40대,85,3156.93,28.42,122425.70,1929
202606,02625,2625.가락종합 사회복지관,일일권,F,30대,5,176.93,1.60,6874.06,102
202606,00850,850.KCC용산웰츠(WELLTZ)타워,일일권,,30대,8,834.63,7.53,32425.42,209
202606,00776,776.목마공원,정기권,,기타,4,641.53,5.79,24923.85,162
202606,04625,4625. 용산공원갤러리앞,정기권,M,~10대,4,243.09,2.19,9444.18,56
202606,01426,1426. 면목도시개발아파트 1동 앞,정기권,,30대,16,1006.41,9.08,39098.39,414
202606,01820,1820. 신한은행 시흥대로금융센터지점,일일권,,~10대,1,8.59,0.08,333.59,12
202606,03923,3923. 구로공구상가 앞,일일권(비회원),,20대,1,116.35,1.05,4520.38,25
202606,04884,4884. H비즈니스파크,일일권,,기타,5,727.63,6.56,28269.23,249
202606,01287,1287. 위례아이파크 101동 맞은편,정기권,,40대,13,791.74,7.14,30759.91,224
202606,05892,5892.국회의사당본관 좌측,정기권,M,40대,58,5924.27,53.41,230157.90,1920
202606,00128,128. 신촌역(2호선) 1번출구 옆,일일권,M,30대,22,1223.20,11.02,47521.80,423
202606,02271,2271. 내방역 8번출구 앞,정기권,F,~10대,2,55.39,0.50,2152.00,53
202606,00128,128. 신촌역(2호선) 1번출구 옆,일일권,M,50대,1,58.46,0.53,2271.04,22
202606,03220,3220.래미안에스티움 앞 (신풍로),정기권,M,20대,82,2468.26,22.27,95895.15,1560
202606,04841,4841. 중화수경공원,정기권,M,~10대,49,3442.55,30.62,132005.93,1160
202606,00636,636. 세종대왕기념관 교차로,일일권,M,50대,4,336.07,3.03,13056.51,178
202606,02810,2810.항동지구 3단지 311동 앞,정기권,M,50대,2,141.11,1.27,5482.35,44
202606,04377,4377. 우영테크노센터 앞,일일권,M,50대,10,414.49,3.72,16103.01,138
202606,03130,3130.가재울사거리,일일권,M,40대,19,1982.05,17.72,76404.63,585
202606,03969,3969. 독산역 롯데캐슬 104동 앞,일일권,M,20대,20,1023.13,9.22,40386.67,358
202606,04567,4567. 한림대학교 강남성심병원 신관,일일권(3시간),M,40대,2,45.51,0.41,1768.12,16
202606,00903,903. 은평뉴타운 아이파크,일일권,M,30대,5,271.19,2.45,10535.46,63
202606,04281,4281.명지대사거리,일일권(3시간),F,~10대,1,297.14,2.68,11544.00,140
202606,02628,2628.문정역 1번출구,정기권,F,40대,143,7756.93,70.27,302971.27,2837
202606,01017,1017. 둔촌고교입구 교차로(길동주민센터 방면),일일권,,60대,1,36.99,0.33,1437.20,18
202606,03691,3691. 둔촌역 2번출구,정기권,F,70대이상,7,114.03,1.02,4429.84,35
202606,01969,1969. 궁동생태공원,일일권,,20대,1,112.22,1.01,4359.76,24
202606,02179,2179. 양녕로 입구,일일권,F,20대,32,1989.64,17.95,77297.92,583
202606,04169,4169. 신대방삼거리,일일권,M,40대,12,1440.58,12.83,55284.20,392
202606,00573,573. 구의문주차장 앞,정기권,F,20대,276,12217.87,110.18,474665.42,3157
202606,01224,1224. 아시아지하보도 2번 출구,일일권,F,~10대,5,362.04,3.26,14064.87,162
202606,02247,2247.섬들근린공원,일일권,,30대,14,1257.65,11.35,48859.53,322
202606,02742,2742.강서구민올림픽체육센터,정기권,F,70대이상,13,413.65,3.71,16070.13,141
202606,00259,259. 대방역6번출구,정기권,M,20대,195,10095.93,91.23,393492.59,3381
202606,00447,447. 신영동삼거리,정기권,,60대,2,72.23,0.65,2806.01,13
202606,00322,322. 명동성당 앞,일일권,,30대,12,865.81,7.81,33636.38,338
202606,01173,1173. 강서구청사거리(SH타워),정기권,,20대,268,10023.73,90.30,392283.31,3516
202606,00770,770.목동역5번출구,정기권,,30대,323,13389.17,120.61,521054.13,5161
202606,03129,3129.DMC래미안e편한세상203동옆,정기권,F,30대,28,1272.84,11.44,49450.09,644
202606,02621,2621. 한성백제역 2번 출구,정기권,M,20대,163,9087.99,81.89,352690.20,3136
202606,02618,2618. 삼전역 1번출구,일일권,F,40대,9,572.43,5.17,22262.98,359
202606,02729,2729.넥센 유니버시티 앞,정기권,,60대,2,16.65,0.15,646.85,5
202606,01707,1707. 도봉구민회관,정기권,F,60대,47,1525.30,13.76,59256.66,563
202606,04062,4062. 평화도봉공원 주변,정기권,F,60대,17,2237.10,20.14,86910.67,557
202606,02826,2826.가마산지하보도 옆,일일권,,20대,9,948.69,8.56,36856.76,346
202606,01957,1957. 구일고등학교 정문 ,일일권,F,30대,12,575.54,5.18,22359.87,193
202606,00518,518. 청계천 박물관 앞,일일권,,30대,8,1198.97,10.81,46580.20,258
202606,02389,2389. 경기여자고등학교 후문 (삼성로3길 입구),일일권,M,20대,14,1753.03,15.55,66981.61,381
202606,02405,2405. 청담공원앞 교차로,정기권,,70대이상,5,110.78,1.00,4304.10,53
202606,04944,4944.젠빌딩,정기권,F,40대,40,1550.38,13.96,60230.89,614
202606,02329,2329. 르네상스호텔사거리 역삼지하보도 2번출구,정기권,F,30대,39,2614.84,23.55,101585.99,934
202606,05877,5877. 문래동 꽃밭정원,정기권,M,기타,2,33.96,0.30,1319.24,18
202606,00493,493.홍대입구역 6번출구,일일권,F,50대,1,45.62,0.41,1772.24,13
202606,03529,3529. 어린이대공원정문,일일권,M,50대,1,97.49,0.88,3787.64,32
202606,03206,3206.문래동 주민센터,정기권,F,50대,51,2650.19,23.91,103500.69,858
202606,04316,4316. 고속터미널역 3번출구,일일권,F,30대,15,942.90,8.50,36631.28,471
202606,00411,411. DMC홍보관,정기권,,60대,5,774.61,6.98,30093.33,246
202606,01720,1720. 도봉구청 옆(중랑천변),정기권,,20대,69,9846.51,88.73,384700.38,2025
202606,03516,3516. 구의아리수정수센터앞,일일권,M,60대,1,24.12,0.22,937.11,5
202606,04569,4569. 힐스테이트클래시안아파트,일일권(3시간),M,~10대,1,620.29,5.59,24098.13,131
202606,03760,3760. 발산역 8번 출구,정기권,F,기타,4,157.78,1.42,6129.89,40
202606,00494,494.신수동주민센터,정기권,M,30대,33,2844.55,25.65,110511.09,963
202606,02214,2214. 신반포역 2번출구 앞,일일권(비회원),,20대,9,1360.44,12.26,52853.21,552
202606,01151,1151. 마곡역1번출구,일일권,F,30대,41,1838.09,16.58,71411.18,950
202606,04775,4775. 을지로지하쇼핑센터,일일권,,50대,2,22.62,0.20,879.15,10
202606,01758,1758.솔밭공원역 1번출구 주변,일일권(3시간),M,30대,1,166.08,1.50,6452.40,42
202606,02411,2411. 세곡동 성당,일일권(3시간),M,60대,1,84.77,0.76,3293.20,126
202606,04460,4460. 올림픽훼미리아파트 112동 앞,정기권,,60대,20,1163.87,10.50,45703.17,643
202606,00907,907. CJ 드림시티,정기권,M,40대,307,22596.34,202.97,876147.11,6084
202606,03894,3894. 노룬산시장 앞,일일권,M,60대,2,66.48,0.60,2582.80,22
202606,03649,3649. 구룡역 5번 출구,일일권,F,40대,3,330.75,2.98,12849.51,79
202606,03523,3523. 건국대학교 과학관(이과대) 앞,정기권,,20대,109,3837.30,34.58,149080.36,1535
202606,05515,5515.한강버스 망원 선착장,일일권(3시간),M,~10대,10,2299.23,20.65,89031.44,803
202606,04860,4860. 가락쌍용2차아파트 103동,정기권,F,40대,34,2559.00,23.07,99416.85,901
202606,02340,2340. 삼호물산버스정류장(23370) 옆,정기권,M,30대,393,24311.32,217.66,938287.19,8403
202606,03665,3665. 고덕센트럴 아이파크상가 앞,정기권,,~10대,1,57.81,0.52,2245.80,41
202606,01602,1602. 광운대역 앞,정기권,F,40대,55,2535.63,22.84,101115.05,776
202606,02033,2033. 사당동 아르테스 웨딩앞,정기권,F,50대,18,659.54,5.94,27616.50,315
202606,00809,809. 한남 유수지 복개주차장,일일권(비회원 3시간),,기타,2,189.75,1.71,7371.72,121
202606,03816,3816. 관악 GSfresh,정기권,M,40대,67,2020.24,18.25,78486.60,1147
202606,03774,3774. 마곡9단지 910동 상가앞,일일권,F,20대,25,1025.12,9.23,39824.85,329
202606,03657,3657. 서울천호동우체국,일일권(비회원),,기타,10,495.32,4.47,32278.83,243
202606,02920,2920.상계중학교(당현2교사거리),정기권,M,20대,85,3436.26,30.91,134007.02,1165
202606,00420,420. 서울시 공공자전거 상암센터,일일권,M,~10대,31,5001.67,44.43,191507.18,1585
202606,00130,130. 신촌역(2호선) 7번출구 앞,일일권,,40대,4,116.47,1.05,4524.86,35
202606,03511,3511. 응봉역 1번출구,정기권,F,40대,178,22397.09,201.78,873912.32,6382
202606,01741,1741. 제일강산수산입구,일일권,F,50대,6,645.70,5.82,25085.80,154
202606,00491,491.월드컵파크 4단지,일일권,M,~10대,6,342.77,2.79,11993.79,86
202606,02603,2603. 송파 글마루 도서관,정기권,,20대,57,1818.65,16.37,71290.36,833
202606,00130,130. 신촌역(2호선) 7번출구 앞,일일권,F,30대,32,2981.61,26.87,115836.02,1066
202606,00671,671.대광빌딩,정기권,M,70대이상,2,91.82,0.83,3567.35,30
202606,04671,4671. 청구성심병원 앞,일일권,F,50대,2,120.26,1.08,4672.00,23
202606,01418,1418. 새솔초등학교,정기권,M,60대,3,495.29,4.46,19241.93,105
202606,01735,"1735. 도봉역 1,2번 출구사이 건너편",일일권,,20대,6,369.32,3.32,14347.74,116
202606,01601,1601. 석계역 문화광장 내 자전거 보관소,정기권,F,60대,9,510.85,4.60,19846.21,459
202606,02255,2255. 양재시민의숲역 1번출구,정기권,M,30대,312,17061.65,153.25,660601.69,4418
202606,00757,757. 신정이펜하우스 1단지아파트 입구 사거리,정기권,M,30대,6,685.09,6.18,26615.55,136
202606,06061,6061.충무아트센터,정기권,F,~10대,3,63.87,0.57,2481.31,14
202606,03615,3615. 서울 논현동우체국 앞,정기권,,20대,20,2098.60,18.91,81529.91,528
202606,03612,3612. 은곡마을,일일권,F,20대,5,251.06,2.26,9754.23,102
202606,01103,1103. 방화역 4번출구앞,일일권,M,~10대,86,4374.33,39.39,169942.65,1440
202606,01474,1474.서울중랑우체국,정기권,M,50대,27,1122.85,10.15,43622.99,377
202606,04791,4791. 명동역9번 출구,일일권(비회원),,20대,1,89.11,0.80,3461.84,22
202606,01709,1709. 쌍문역4번출구 주변,일일권(3시간),F,40대,1,336.53,3.03,13074.31,103
202606,03918,3918. 이좋은집오피스텔 앞,정기권,,50대,18,1214.48,10.94,47183.45,511
202606,00582,582. 경일중학교 앞,일일권(비회원),,40대,2,590.80,5.32,22952.69,107
202606,04797,4797. KG타워 앞,정기권,,40대,91,2963.66,26.73,117847.89,1725
202606,04860,4860. 가락쌍용2차아파트 103동,일일권,F,20대,12,757.84,6.92,29860.35,287
202606,03573,3573.광나루안전체험관,일일권,M,30대,61,3970.68,35.76,154261.52,1485
202606,01831,1831. 한국전력 구로금천지사 앞,정기권,,40대,8,263.98,2.39,10256.09,117
202606,02313,2313. 금원빌딩 앞,일일권,F,40대,7,1154.85,10.42,44865.91,299
202606,04926,4926. 대치우성아파트 사거리,가족권(2시간),F,~10대,2,17.45,0.16,678.07,36
202606,02648,2648.헬리오시티 112동 앞,일일권,F,30대,15,880.46,7.92,34206.54,406
202606,01657,1657. 노원구청 ,가족권,,~10대,1,88.83,0.80,3450.98,19
202606,04594,4594. 양평교 영등포대여소,정기권,F,60대,38,3324.92,29.98,129172.74,1886
202606,00818,818. 숙명여대 입구 교차로,정기권,M,20대,182,8921.15,80.30,348910.04,2565
202606,01988,1988. 고척LIGA아파트 앞,일일권(3시간),M,~10대,1,372.77,4.20,18102.75,113
202606,00624,624. 전농동 동아아파트 앞,정기권,M,~10대,19,625.15,5.64,24288.20,260
202606,02540,2540.반포천 앞,일일권(3시간),M,40대,2,436.75,3.93,16968.04,198
202606,02342,2342. 대청역 1번출구  뒤,일일권,F,20대,16,1224.41,11.03,47568.16,383
202606,03937,3937. 개봉역 신영지웰에스테이트,일일권(비회원),,기타,1,212.53,1.92,8256.64,48
202606,01347,1347. 길음래미안아파트817동 상가 앞,정기권,F,30대,7,54.64,0.51,2123.11,91
202606,00408,408. LG CNS앞,정기권,,50대,11,394.69,3.56,15334.03,107
202606,02650,2650.위례22단지 2208동 다리앞,일일권,,40대,11,578.41,5.22,22470.95,224
202606,04916,4916. 청담역 1번출구,일일권,,20대,5,620.69,5.58,24113.53,153
202606,00130,130. 신촌역(2호선) 7번출구 앞,정기권,M,50대,142,8206.85,71.42,307856.70,3458
202606,01693,1693. 원자력 병원,일일권,,30대,5,208.12,1.88,8085.87,53
202606,05881,5881. 세계청소년NGO교육문화원,정기권,F,30대,159,5948.95,53.57,231459.95,2578
